run,ber,timelimit,repetition,Module,throughput:last
Thousand_Runs-313-20200611-02:22:22-45403,1e-7,10,313,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-2030-20200611-02:27:04-46108,1e-7,1000,30,Exercise6.client.pppg$o[0].channel,750859.16956801
Thousand_Runs-2073-20200611-02:28:17-46121,1e-7,1000,73,Exercise6.client.pppg$o[0].channel,779296.00164917
Thousand_Runs-2637-20200611-02:43:48-46273,1e-7,1000,637,Exercise6.client.pppg$o[0].channel,787501.55543776
Thousand_Runs-1472-20200611-02:24:33-45969,1e-7,100,472,Exercise6.client.pppg$o[0].channel,647855.16532707
Thousand_Runs-755-20200611-02:22:45-45591,1e-7,10,755,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-928-20200611-02:22:53-45643,1e-7,10,928,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-712-20200611-02:22:42-45579,1e-7,10,712,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-798-20200611-02:22:47-45605,1e-7,10,798,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1359-20200611-02:24:11-45940,1e-7,100,359,Exercise6.client.pppg$o[0].channel,584153.35639797
Thousand_Runs-742-20200611-02:22:44-45587,1e-7,10,742,Exercise6.client.pppg$o[0].channel,169858.51774077
Thousand_Runs-2750-20200611-02:46:58-46301,1e-7,1000,750,Exercise6.client.pppg$o[0].channel,781642.44016393
Thousand_Runs-1602-20200611-02:25:00-46001,1e-7,100,602,Exercise6.client.pppg$o[0].channel,721031.15446851
Thousand_Runs-529-20200611-02:22:33-45523,1e-7,10,529,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1645-20200611-02:25:08-46012,1e-7,100,645,Exercise6.client.pppg$o[0].channel,631930.62706857
Thousand_Runs-2421-20200611-02:38:01-46213,1e-7,1000,421,Exercise6.client.pppg$o[0].channel,772285.16283881
Thousand_Runs-2509-20200611-02:40:18-46239,1e-7,1000,509,Exercise6.client.pppg$o[0].channel,814066.8787524
Thousand_Runs-1933-20200611-02:26:09-46084,1e-7,100,933,Exercise6.client.pppg$o[0].channel,658964.11013066
Thousand_Runs-2088-20200611-02:28:37-46125,1e-7,1000,88,Exercise6.client.pppg$o[0].channel,772532.52539067
Thousand_Runs-1688-20200611-02:25:16-46023,1e-7,100,688,Exercise6.client.pppg$o[0].channel,668129.35718642
Thousand_Runs-1976-20200611-02:26:18-46095,1e-7,100,976,Exercise6.client.pppg$o[0].channel,679286.66668693
Thousand_Runs-2464-20200611-02:39:13-46228,1e-7,1000,464,Exercise6.client.pppg$o[0].channel,794746.42663587
Thousand_Runs-1301-20200611-02:23:58-45926,1e-7,100,301,Exercise6.client.pppg$o[0].channel,632791.47039595
Thousand_Runs-757-20200611-02:22:45-45592,1e-7,10,757,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1130-20200611-02:23:25-45791,1e-7,100,130,Exercise6.client.pppg$o[0].channel,747320.8354187
Thousand_Runs-2291-20200611-02:34:41-46178,1e-7,1000,291,Exercise6.client.pppg$o[0].channel,761733.31260794
Thousand_Runs-870-20200611-02:22:50-45626,1e-7,10,870,Exercise6.client.pppg$o[0].channel,301496.07181145
Thousand_Runs-498-20200611-02:22:31-45496,1e-7,10,498,Exercise6.client.pppg$o[0].channel,169858.51774077
Thousand_Runs-1056-20200611-02:23:08-45678,1e-7,100,56,Exercise6.client.pppg$o[0].channel,721425.07230354
Thousand_Runs-714-20200611-02:22:43-45579,1e-7,10,714,Exercise6.client.pppg$o[0].channel,169858.51774077
Thousand_Runs-2808-20200611-02:48:31-46318,1e-7,1000,808,Exercise6.client.pppg$o[0].channel,798082.61400503
Thousand_Runs-2135-20200611-02:30:14-46136,1e-7,1000,135,Exercise6.client.pppg$o[0].channel,798965.79680957
Thousand_Runs-198-20200611-02:22:16-45372,1e-7,10,198,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1503-20200611-02:24:40-45976,1e-7,100,503,Exercise6.client.pppg$o[0].channel,689030.09327612
Thousand_Runs-2178-20200611-02:31:27-46148,1e-7,1000,178,Exercise6.client.pppg$o[0].channel,805663.18740029
Thousand_Runs-2664-20200611-02:44:31-46280,1e-7,1000,664,Exercise6.client.pppg$o[0].channel,757630.07155389
Thousand_Runs-455-20200611-02:22:29-45456,1e-7,10,455,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1803-20200611-02:25:41-46051,1e-7,100,803,Exercise6.client.pppg$o[0].channel,655200.33583492
Thousand_Runs-2435-20200611-02:38:40-46220,1e-7,1000,435,Exercise6.client.pppg$o[0].channel,784762.66707999
Thousand_Runs-181-20200611-02:22:15-45368,1e-7,10,181,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1589-20200611-02:24:56-45998,1e-7,100,589,Exercise6.client.pppg$o[0].channel,736197.8568078
Thousand_Runs-2390-20200611-02:37:14-46203,1e-7,1000,390,Exercise6.client.pppg$o[0].channel,771316.77540307
Thousand_Runs-226-20200611-02:22:17-45381,1e-7,10,226,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1546-20200611-02:24:48-45987,1e-7,100,546,Exercise6.client.pppg$o[0].channel,694635.48962875
Thousand_Runs-1116-20200611-02:23:21-45788,1e-7,100,116,Exercise6.client.pppg$o[0].channel,714930.76161345
Thousand_Runs-2277-20200611-02:34:01-46175,1e-7,1000,277,Exercise6.client.pppg$o[0].channel,785565.7789624
Thousand_Runs-2692-20200611-02:45:21-46287,1e-7,1000,692,Exercise6.client.pppg$o[0].channel,773034.75510146
Thousand_Runs-813-20200611-02:22:48-45609,1e-7,10,813,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-856-20200611-02:22:50-45622,1e-7,10,856,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1846-20200611-02:25:51-46062,1e-7,100,846,Exercise6.client.pppg$o[0].channel,720337.64065627
Thousand_Runs-2921-20200611-02:51:53-46353,1e-7,1000,921,Exercise6.client.pppg$o[0].channel,778012.56075976
Thousand_Runs-2964-20200611-02:53:05-46366,1e-7,1000,964,Exercise6.client.pppg$o[0].channel,803449.80441575
Thousand_Runs-599-20200611-02:22:36-45547,1e-7,10,599,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-2263-20200611-02:33:48-46171,1e-7,1000,263,Exercise6.client.pppg$o[0].channel,783053.32909279
Thousand_Runs-2536-20200611-02:41:00-46246,1e-7,1000,536,Exercise6.client.pppg$o[0].channel,775639.56093508
Thousand_Runs-2709-20200611-02:45:53-46291,1e-7,1000,709,Exercise6.client.pppg$o[0].channel,779837.52517469
Thousand_Runs-1188-20200611-02:23:35-45897,1e-7,100,188,Exercise6.client.pppg$o[0].channel,691982.97230745
Thousand_Runs-1244-20200611-02:23:47-45911,1e-7,100,244,Exercise6.client.pppg$o[0].channel,652053.65140031
Thousand_Runs-36-20200611-02:22:08-45332,1e-7,10,36,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1201-20200611-02:23:38-45900,1e-7,100,201,Exercise6.client.pppg$o[0].channel,736089.09367791
Thousand_Runs-2579-20200611-02:42:37-46258,1e-7,1000,579,Exercise6.client.pppg$o[0].channel,764959.3140948
Thousand_Runs-1704-20200611-02:25:19-46027,1e-7,100,704,Exercise6.client.pppg$o[0].channel,668556.97093701
Thousand_Runs-2822-20200611-02:49:09-46321,1e-7,1000,822,Exercise6.client.pppg$o[0].channel,779510.16069536
Thousand_Runs-2865-20200611-02:50:27-46335,1e-7,1000,865,Exercise6.client.pppg$o[0].channel,790320.60244394
Thousand_Runs-1145-20200611-02:23:28-45799,1e-7,100,145,Exercise6.client.pppg$o[0].channel,635733.73606535
Thousand_Runs-1287-20200611-02:23:56-45922,1e-7,100,287,Exercise6.client.pppg$o[0].channel,742582.0025615
Thousand_Runs-1102-20200611-02:23:19-45784,1e-7,100,102,Exercise6.client.pppg$o[0].channel,684756.25078352
Thousand_Runs-899-20200611-02:22:52-45634,1e-7,10,899,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-2234-20200611-02:32:49-46164,1e-7,1000,234,Exercise6.client.pppg$o[0].channel,788551.8098345
Thousand_Runs-2407-20200611-02:37:47-46209,1e-7,1000,407,Exercise6.client.pppg$o[0].channel,758427.75928723
Thousand_Runs-1789-20200611-02:25:38-46048,1e-7,100,789,Exercise6.client.pppg$o[0].channel,660780.87494628
Thousand_Runs-2046-20200611-02:27:31-46114,1e-7,1000,46,Exercise6.client.pppg$o[0].channel,785945.69240974
Thousand_Runs-1445-20200611-02:24:27-45962,1e-7,100,445,Exercise6.client.pppg$o[0].channel,680464.47854644
Thousand_Runs-841-20200611-02:22:49-45616,1e-7,10,841,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1674-20200611-02:25:14-46019,1e-7,100,674,Exercise6.client.pppg$o[0].channel,657779.02792781
Thousand_Runs-2491-20200611-02:40:01-46234,1e-7,1000,491,Exercise6.client.pppg$o[0].channel,800758.82089103
Thousand_Runs-1402-20200611-02:24:20-45951,1e-7,100,402,Exercise6.client.pppg$o[0].channel,629352.6922783
Thousand_Runs-1746-20200611-02:25:30-46037,1e-7,100,746,Exercise6.client.pppg$o[0].channel,665296.67326902
Thousand_Runs-327-20200611-02:22:22-45406,1e-7,10,327,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-814-20200611-02:22:48-45609,1e-7,10,814,Exercise6.client.pppg$o[0].channel,200466.34312942
Thousand_Runs-282-20200611-02:22:20-45396,1e-7,10,282,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1330-20200611-02:24:05-45933,1e-7,100,330,Exercise6.client.pppg$o[0].channel,675019.29168995
Thousand_Runs-1719-20200611-02:25:24-46030,1e-7,100,719,Exercise6.client.pppg$o[0].channel,687580.16666987
Thousand_Runs-2520-20200611-02:40:34-46242,1e-7,1000,520,Exercise6.client.pppg$o[0].channel,807745.37246909
Thousand_Runs-2608-20200611-02:43:10-46266,1e-7,1000,608,Exercise6.client.pppg$o[0].channel,751468.99577354
Thousand_Runs-2909-20200611-02:51:26-46349,1e-7,1000,909,Exercise6.client.pppg$o[0].channel,761651.92590446
Thousand_Runs-2563-20200611-02:42:11-46252,1e-7,1000,563,Exercise6.client.pppg$o[0].channel,778054.57024563
Thousand_Runs-1373-20200611-02:24:13-45944,1e-7,100,373,Exercise6.client.pppg$o[0].channel,604522.95921817
Thousand_Runs-483-20200611-02:22:31-45482,1e-7,10,483,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-440-20200611-02:22:29-45448,1e-7,10,440,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1041-20200611-02:23:05-45673,1e-7,100,41,Exercise6.client.pppg$o[0].channel,708634.02683554
Thousand_Runs-2721-20200611-02:46:20-46294,1e-7,1000,721,Exercise6.client.pppg$o[0].channel,782693.3188417
Thousand_Runs-784-20200611-02:22:46-45601,1e-7,10,784,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1345-20200611-02:24:08-45937,1e-7,100,345,Exercise6.client.pppg$o[0].channel,668094.7820889
Thousand_Runs-2162-20200611-02:31:00-46144,1e-7,1000,162,Exercise6.client.pppg$o[0].channel,784313.27560515
Thousand_Runs-1084-20200611-02:23:14-45689,1e-7,100,84,Exercise6.client.pppg$o[0].channel,712111.99610485
Thousand_Runs-1774-20200611-02:25:35-46044,1e-7,100,774,Exercise6.client.pppg$o[0].channel,644738.84635299
Thousand_Runs-1947-20200611-02:26:13-46087,1e-7,100,947,Exercise6.client.pppg$o[0].channel,710455.61264517
Thousand_Runs-1731-20200611-02:25:27-46033,1e-7,100,731,Exercise6.client.pppg$o[0].channel,606474.4709369
Thousand_Runs-1904-20200611-02:26:03-46077,1e-7,100,904,Exercise6.client.pppg$o[0].channel,675825.00355416
Thousand_Runs-656-20200611-02:22:40-45564,1e-7,10,656,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-613-20200611-02:22:37-45551,1e-7,10,613,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-20-20200611-02:22:08-45328,1e-7,10,20,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-2378-20200611-02:36:48-46200,1e-7,1000,378,Exercise6.client.pppg$o[0].channel,775077.58844292
Thousand_Runs-699-20200611-02:22:42-45575,1e-7,10,699,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-957-20200611-02:22:55-45651,1e-7,10,957,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1172-20200611-02:23:32-45893,1e-7,100,172,Exercise6.client.pppg$o[0].channel,625990.97647825
Thousand_Runs-2335-20200611-02:35:36-46189,1e-7,1000,335,Exercise6.client.pppg$o[0].channel,754214.42388166
Thousand_Runs-1099-20200611-02:23:19-45783,1e-7,100,99,Exercise6.client.pppg$o[0].channel,783807.07472875
Thousand_Runs-2892-20200611-02:50:52-46343,1e-7,1000,892,Exercise6.client.pppg$o[0].channel,741883.00271913
Thousand_Runs-1217-20200611-02:23:41-45904,1e-7,100,217,Exercise6.client.pppg$o[0].channel,614399.58488444
Thousand_Runs-63-20200611-02:22:10-45338,1e-7,10,63,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1388-20200611-02:24:16-45948,1e-7,100,388,Exercise6.client.pppg$o[0].channel,682112.13380016
Thousand_Runs-2764-20200611-02:47:11-46305,1e-7,1000,764,Exercise6.client.pppg$o[0].channel,761889.66922261
Thousand_Runs-2937-20200611-02:52:20-46357,1e-7,1000,937,Exercise6.client.pppg$o[0].channel,763564.57420056
Thousand_Runs-1210-20200611-02:23:42-45902,1e-7,100,210,Exercise6.client.pppg$o[0].channel,717099.5567608
Thousand_Runs-1121-20200611-02:23:21-45789,1e-7,100,121,Exercise6.client.pppg$o[0].channel,717287.76706213
Thousand_Runs-25-20200611-02:22:08-45329,1e-7,10,25,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1091-20200611-02:23:16-45690,1e-7,100,91,Exercise6.client.pppg$o[0].channel,661444.41531534
Thousand_Runs-2426-20200611-02:38:08-46214,1e-7,1000,426,Exercise6.client.pppg$o[0].channel,782405.87665748
Thousand_Runs-128-20200611-02:22:12-45355,1e-7,10,128,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-217-20200611-02:22:17-45378,1e-7,10,217,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-500-20200611-02:22:31-45497,1e-7,10,500,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-490-20200611-02:22:31-45489,1e-7,10,490,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-2337-20200611-02:35:47-46190,1e-7,1000,337,Exercise6.client.pppg$o[0].channel,802595.39214426
Thousand_Runs-2515-20200611-02:40:52-46240,1e-7,1000,515,Exercise6.client.pppg$o[0].channel,779512.4315331
Thousand_Runs-2780-20200611-02:47:38-46311,1e-7,1000,780,Exercise6.client.pppg$o[0].channel,789885.60856832
Thousand_Runs-296-20200611-02:22:21-45400,1e-7,10,296,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1918-20200611-02:26:06-46080,1e-7,100,918,Exercise6.client.pppg$o[0].channel,745184.99566131
Thousand_Runs-306-20200611-02:22:21-45401,1e-7,10,306,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-2604-20200611-02:42:49-46265,1e-7,1000,604,Exercise6.client.pppg$o[0].channel,755006.05505934
Thousand_Runs-1202-20200611-02:23:39-45900,1e-7,100,202,Exercise6.client.pppg$o[0].channel,651650.57408661
Thousand_Runs-458-20200611-02:22:29-45463,1e-7,10,458,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-830-20200611-02:22:48-45613,1e-7,10,830,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1273-20200611-02:23:54-45918,1e-7,100,273,Exercise6.client.pppg$o[0].channel,679933.03871306
Thousand_Runs-2756-20200611-02:47:07-46303,1e-7,1000,756,Exercise6.client.pppg$o[0].channel,771317.79379844
Thousand_Runs-1829-20200611-02:25:47-46058,1e-7,100,829,Exercise6.client.pppg$o[0].channel,710416.93718664
Thousand_Runs-160-20200611-02:22:14-45363,1e-7,10,160,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1370-20200611-02:24:14-45943,1e-7,100,370,Exercise6.client.pppg$o[0].channel,658018.1363928
Thousand_Runs-241-20200611-02:22:18-45385,1e-7,10,241,Exercise6.client.pppg$o[0].channel,228667.79499057
Thousand_Runs-1059-20200611-02:23:10-45678,1e-7,100,59,Exercise6.client.pppg$o[0].channel,718746.16485825
Thousand_Runs-2280-20200611-02:33:55-46176,1e-7,1000,280,Exercise6.client.pppg$o[0].channel,770481.71005549
Thousand_Runs-377-20200611-02:22:25-45419,1e-7,10,377,Exercise6.client.pppg$o[0].channel,172364.11459905
Thousand_Runs-96-20200611-02:22:11-45347,1e-7,10,96,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-2345-20200611-02:35:49-46192,1e-7,1000,345,Exercise6.client.pppg$o[0].channel,744586.62589863
Thousand_Runs-1192-20200611-02:23:37-45898,1e-7,100,192,Exercise6.client.pppg$o[0].channel,655648.43028463
Thousand_Runs-2497-20200611-02:40:13-46236,1e-7,1000,497,Exercise6.client.pppg$o[0].channel,771086.30131791
Thousand_Runs-2934-20200611-02:52:26-46356,1e-7,1000,934,Exercise6.client.pppg$o[0].channel,772935.78607353
Thousand_Runs-571-20200611-02:22:35-45540,1e-7,10,571,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1020-20200611-02:23:01-45668,1e-7,100,20,Exercise6.client.pppg$o[0].channel,720063.52298968
Thousand_Runs-636-20200611-02:22:39-45559,1e-7,10,636,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1532-20200611-02:24:45-45984,1e-7,100,532,Exercise6.client.pppg$o[0].channel,642298.79352636
Thousand_Runs-2052-20200611-02:27:44-46116,1e-7,1000,52,Exercise6.client.pppg$o[0].channel,767303.16520345
Thousand_Runs-1257-20200611-02:23:51-45914,1e-7,100,257,Exercise6.client.pppg$o[0].channel,664948.69748177
Thousand_Runs-199-20200611-02:22:16-45372,1e-7,10,199,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-225-20200611-02:22:17-45381,1e-7,10,225,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-949-20200611-02:22:55-45649,1e-7,10,949,Exercise6.client.pppg$o[0].channel,283366.02865584
Thousand_Runs-1764-20200611-02:25:32-46042,1e-7,100,764,Exercise6.client.pppg$o[0].channel,728678.80159526
Thousand_Runs-868-20200611-02:22:50-45626,1e-7,10,868,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1942-20200611-02:26:11-46086,1e-7,100,942,Exercise6.client.pppg$o[0].channel,745623.39694074
Thousand_Runs-1451-20200611-02:24:30-45963,1e-7,100,451,Exercise6.client.pppg$o[0].channel,663658.99698045
Thousand_Runs-2675-20200611-02:45:14-46282,1e-7,1000,675,Exercise6.client.pppg$o[0].channel,779879.0780405
Thousand_Runs-2167-20200611-02:31:08-46145,1e-7,1000,167,Exercise6.client.pppg$o[0].channel,762359.56381129
Thousand_Runs-2950-20200611-02:52:52-46362,1e-7,1000,950,Exercise6.client.pppg$o[0].channel,768916.15936199
Thousand_Runs-3-20200611-02:22:07-45323,1e-7,10,3,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-555-20200611-02:22:34-45536,1e-7,10,555,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-981-20200611-02:22:56-45658,1e-7,10,981,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-698-20200611-02:22:42-45575,1e-7,10,698,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-973-20200611-02:22:56-45656,1e-7,10,973,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-892-20200611-02:22:52-45633,1e-7,10,892,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1004-20200611-02:22:57-45664,1e-7,100,4,Exercise6.client.pppg$o[0].channel,699272.97152688
Thousand_Runs-779-20200611-02:22:46-45598,1e-7,10,779,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1419-20200611-02:24:24-45955,1e-7,100,419,Exercise6.client.pppg$o[0].channel,685396.78674041
Thousand_Runs-796-20200611-02:22:47-45605,1e-7,10,796,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1508-20200611-02:24:39-45978,1e-7,100,508,Exercise6.client.pppg$o[0].channel,638053.38452075
Thousand_Runs-1338-20200611-02:24:07-45935,1e-7,100,338,Exercise6.client.pppg$o[0].channel,700830.68969616
Thousand_Runs-2028-20200611-02:26:51-46108,1e-7,1000,28,Exercise6.client.pppg$o[0].channel,768974.58150674
Thousand_Runs-1621-20200611-02:25:03-46006,1e-7,100,621,Exercise6.client.pppg$o[0].channel,675123.74121875
Thousand_Runs-1683-20200611-02:25:17-46021,1e-7,100,683,Exercise6.client.pppg$o[0].channel,712312.10564957
Thousand_Runs-1329-20200611-02:24:05-45933,1e-7,100,329,Exercise6.client.pppg$o[0].channel,749896.19038308
Thousand_Runs-2191-20200611-02:31:36-46151,1e-7,1000,191,Exercise6.client.pppg$o[0].channel,781261.96173813
Thousand_Runs-990-20200611-02:22:57-45660,1e-7,10,990,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1594-20200611-02:24:58-45999,1e-7,100,594,Exercise6.client.pppg$o[0].channel,751265.5368434
Thousand_Runs-1604-20200611-02:24:59-46002,1e-7,100,604,Exercise6.client.pppg$o[0].channel,692290.39933457
Thousand_Runs-717-20200611-02:22:43-45581,1e-7,10,717,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-806-20200611-02:22:47-45607,1e-7,10,806,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1427-20200611-02:24:25-45957,1e-7,100,427,Exercise6.client.pppg$o[0].channel,728722.90165681
Thousand_Runs-1579-20200611-02:24:55-45995,1e-7,100,579,Exercise6.client.pppg$o[0].channel,719208.85540224
Thousand_Runs-2667-20200611-02:44:50-46280,1e-7,1000,667,Exercise6.client.pppg$o[0].channel,823117.99847907
Thousand_Runs-902-20200611-02:22:52-45635,1e-7,10,902,Exercise6.client.pppg$o[0].channel,169858.51774077
Thousand_Runs-1523-20200611-02:24:44-45981,1e-7,100,523,Exercise6.client.pppg$o[0].channel,520652.15477572
Thousand_Runs-627-20200611-02:22:38-45556,1e-7,10,627,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-708-20200611-02:22:42-45578,1e-7,10,708,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-2586-20200611-02:42:31-46260,1e-7,1000,586,Exercise6.client.pppg$o[0].channel,784875.18697214
Thousand_Runs-136-20200611-02:22:13-45357,1e-7,10,136,Exercise6.client.pppg$o[0].channel,169858.51774077
Thousand_Runs-958-20200611-02:22:55-45651,1e-7,10,958,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-288-20200611-02:22:21-45397,1e-7,10,288,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-725-20200611-02:22:43-45583,1e-7,10,725,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-2099-20200611-02:29:22-46127,1e-7,1000,99,Exercise6.client.pppg$o[0].channel,792658.19656004
Thousand_Runs-1692-20200611-02:25:17-46024,1e-7,100,692,Exercise6.client.pppg$o[0].channel,702490.18968163
Thousand_Runs-2434-20200611-02:38:33-46220,1e-7,1000,434,Exercise6.client.pppg$o[0].channel,793748.45228839
Thousand_Runs-2043-20200611-02:27:38-46113,1e-7,1000,43,Exercise6.client.pppg$o[0].channel,785340.97093381
Thousand_Runs-740-20200611-02:22:44-45587,1e-7,10,740,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1675-20200611-02:25:14-46019,1e-7,100,675,Exercise6.client.pppg$o[0].channel,644373.06532078
Thousand_Runs-153-20200611-02:22:14-45361,1e-7,10,153,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-877-20200611-02:22:51-45628,1e-7,10,877,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-2120-20200611-02:29:31-46133,1e-7,1000,120,Exercise6.client.pppg$o[0].channel,781688.18253283
Thousand_Runs-821-20200611-02:22:48-45611,1e-7,10,821,Exercise6.client.pppg$o[0].channel,107299.84663135
Thousand_Runs-1540-20200611-02:24:46-45986,1e-7,100,540,Exercise6.client.pppg$o[0].channel,658751.54126856
Thousand_Runs-1989-20200611-02:26:21-46098,1e-7,100,989,Exercise6.client.pppg$o[0].channel,666241.1130409
Thousand_Runs-1498-20200611-02:24:39-45975,1e-7,100,498,Exercise6.client.pppg$o[0].channel,666044.93947392
Thousand_Runs-2569-20200611-02:41:59-46254,1e-7,1000,569,Exercise6.client.pppg$o[0].channel,754702.92828618
Thousand_Runs-1442-20200611-02:24:28-45961,1e-7,100,442,Exercise6.client.pppg$o[0].channel,697839.60104477
Thousand_Runs-330-20200611-02:22:23-45407,1e-7,10,330,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-2702-20200611-02:45:40-46289,1e-7,1000,702,Exercise6.client.pppg$o[0].channel,796341.63228454
Thousand_Runs-392-20200611-02:22:26-45423,1e-7,10,392,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1082-20200611-02:23:15-45688,1e-7,100,82,Exercise6.client.pppg$o[0].channel,678952.22121374
Thousand_Runs-2613-20200611-02:43:17-46267,1e-7,1000,613,Exercise6.client.pppg$o[0].channel,776305.29707051
Thousand_Runs-404-20200611-02:22:26-45426,1e-7,10,404,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-481-20200611-02:22:31-45482,1e-7,10,481,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-2690-20200611-02:45:34-46286,1e-7,1000,690,Exercise6.client.pppg$o[0].channel,772118.48345604
Thousand_Runs-1114-20200611-02:23:22-45787,1e-7,100,114,Exercise6.client.pppg$o[0].channel,717932.09744436
Thousand_Runs-2443-20200611-02:38:42-46222,1e-7,1000,443,Exercise6.client.pppg$o[0].channel,775892.552
Thousand_Runs-279-20200611-02:22:20-45394,1e-7,10,279,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-2354-20200611-02:36:20-46194,1e-7,1000,354,Exercise6.client.pppg$o[0].channel,797118.93276355
Thousand_Runs-145-20200611-02:22:13-45359,1e-7,10,145,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1104-20200611-02:23:18-45785,1e-7,100,104,Exercise6.client.pppg$o[0].channel,669603.66943734
Thousand_Runs-87-20200611-02:22:10-45344,1e-7,10,87,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1927-20200611-02:26:09-46082,1e-7,100,927,Exercise6.client.pppg$o[0].channel,602262.07225486
Thousand_Runs-2506-20200611-02:40:21-46238,1e-7,1000,506,Exercise6.client.pppg$o[0].channel,770245.95893948
Thousand_Runs-384-20200611-02:22:25-45421,1e-7,10,384,Exercise6.client.pppg$o[0].channel,176122.50988647
Thousand_Runs-1749-20200611-02:25:29-46038,1e-7,100,749,Exercise6.client.pppg$o[0].channel,723801.96355662
Thousand_Runs-2593-20200611-02:42:50-46262,1e-7,1000,593,Exercise6.client.pppg$o[0].channel,774520.80157791
