run,ber,timelimit,repetition,Module,throughput:last
Hundred_Runs-109-20200611-02:16:10-44333,1e-7,100,9,Exercise6.client.pppg$o[0].channel,726004.30866655
Hundred_Runs-243-20200611-02:17:45-44562,1e-7,1000,43,Exercise6.client.pppg$o[0].channel,800066.9525383
Hundred_Runs-17-20200611-02:16:06-44313,1e-7,10,17,Exercise6.client.pppg$o[0].channel,363532.1469686
Hundred_Runs-227-20200611-02:17:16-44552,1e-7,1000,27,Exercise6.client.pppg$o[0].channel,778673.84509683
Hundred_Runs-35-20200611-02:16:07-44315,1e-7,10,35,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-100-20200611-02:16:10-44332,1e-7,100,0,Exercise6.client.pppg$o[0].channel,645840.99103803
Hundred_Runs-27-20200611-02:16:06-44312,1e-7,10,27,Exercise6.client.pppg$o[0].channel,343015.11593956
Hundred_Runs-78-20200611-02:16:08-44325,1e-7,10,78,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-128-20200611-02:16:13-44338,1e-7,100,28,Exercise6.client.pppg$o[0].channel,679187.88966073
Hundred_Runs-292-20200611-02:18:58-44956,1e-7,1000,92,Exercise6.client.pppg$o[0].channel,787035.07539557
Hundred_Runs-23-20200611-02:16:06-44311,1e-7,10,23,Exercise6.client.pppg$o[0].channel,347932.70076964
Hundred_Runs-113-20200611-02:16:11-44334,1e-7,100,13,Exercise6.client.pppg$o[0].channel,617406.93957039
Hundred_Runs-156-20200611-02:16:19-44345,1e-7,100,56,Exercise6.client.pppg$o[0].channel,611822.77916931
Hundred_Runs-199-20200611-02:16:31-44452,1e-7,100,99,Exercise6.client.pppg$o[0].channel,695402.76461182
Hundred_Runs-61-20200611-02:16:07-44321,1e-7,10,61,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-66-20200611-02:16:08-44322,1e-7,10,66,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-237-20200611-02:17:32-44561,1e-7,1000,37,Exercise6.client.pppg$o[0].channel,758518.65944371
Hundred_Runs-190-20200611-02:16:27-44448,1e-7,100,90,Exercise6.client.pppg$o[0].channel,671543.71204023
Hundred_Runs-261-20200611-02:18:05-44669,1e-7,1000,61,Exercise6.client.pppg$o[0].channel,763980.72796863
Hundred_Runs-172-20200611-02:16:22-44348,1e-7,100,72,Exercise6.client.pppg$o[0].channel,634905.97328978
Hundred_Runs-105-20200611-02:16:10-44331,1e-7,100,5,Exercise6.client.pppg$o[0].channel,697208.757089
Hundred_Runs-84-20200611-02:16:09-44328,1e-7,10,84,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-41-20200611-02:16:06-44314,1e-7,10,41,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-90-20200611-02:16:09-44326,1e-7,10,90,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-138-20200611-02:16:17-44339,1e-7,100,38,Exercise6.client.pppg$o[0].channel,712571.52844313
Hundred_Runs-144-20200611-02:16:16-44342,1e-7,100,44,Exercise6.client.pppg$o[0].channel,709174.75364634
Hundred_Runs-208-20200611-02:16:30-44454,1e-7,1000,8,Exercise6.client.pppg$o[0].channel,771728.94088555
Hundred_Runs-187-20200611-02:16:28-44447,1e-7,100,87,Exercise6.client.pppg$o[0].channel,686134.30633527
Hundred_Runs-212-20200611-02:16:32-44455,1e-7,1000,12,Exercise6.client.pppg$o[0].channel,791336.75302917
Hundred_Runs-55-20200611-02:16:07-44319,1e-7,10,55,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-298-20200611-02:19:31-45065,1e-7,1000,98,Exercise6.client.pppg$o[0].channel,781564.59765688
Hundred_Runs-255-20200611-02:18:16-44664,1e-7,1000,55,Exercise6.client.pppg$o[0].channel,781544.25295659
Hundred_Runs-98-20200611-02:16:10-44330,1e-7,10,98,Exercise6.client.pppg$o[0].channel,107299.84663135
Hundred_Runs-72-20200611-02:16:08-44324,1e-7,10,72,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-39-20200611-02:16:07-44317,1e-7,10,39,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-13-20200611-02:16:05-44306,1e-7,10,13,Exercise6.client.pppg$o[0].channel,300912.0437781
Hundred_Runs-56-20200611-02:16:07-44320,1e-7,10,56,Exercise6.client.pppg$o[0].channel,293118.95923078
Hundred_Runs-123-20200611-02:16:15-44336,1e-7,100,23,Exercise6.client.pppg$o[0].channel,763050.46133582
Hundred_Runs-183-20200611-02:16:28-44446,1e-7,100,83,Exercise6.client.pppg$o[0].channel,683474.50694574
Hundred_Runs-73-20200611-02:16:08-44324,1e-7,10,73,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-265-20200611-02:18:31-44856,1e-7,1000,65,Exercise6.client.pppg$o[0].channel,769527.72372766
Hundred_Runs-166-20200611-02:16:24-44349,1e-7,100,66,Exercise6.client.pppg$o[0].channel,709639.36348791
Hundred_Runs-99-20200611-02:16:10-44330,1e-7,10,99,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-30-20200611-02:16:06-44310,1e-7,10,30,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-140-20200611-02:16:16-44341,1e-7,100,40,Exercise6.client.pppg$o[0].channel,724408.68339648
Hundred_Runs-222-20200611-02:17:10-44551,1e-7,1000,22,Exercise6.client.pppg$o[0].channel,777107.95710764
Hundred_Runs-271-20200611-02:18:47-44859,1e-7,1000,71,Exercise6.client.pppg$o[0].channel,772263.45101671
Hundred_Runs-6-20200611-02:16:05-44308,1e-7,10,6,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-149-20200611-02:16:20-44343,1e-7,100,49,Exercise6.client.pppg$o[0].channel,738526.46872373
Hundred_Runs-104-20200611-02:16:10-44331,1e-7,100,4,Exercise6.client.pppg$o[0].channel,696483.28250966
Hundred_Runs-248-20200611-02:17:52-44662,1e-7,1000,48,Exercise6.client.pppg$o[0].channel,786234.83877587
Hundred_Runs-28-20200611-02:16:06-44310,1e-7,10,28,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-204-20200611-02:16:29-44453,1e-7,1000,4,Exercise6.client.pppg$o[0].channel,775206.6291972
Hundred_Runs-151-20200611-02:16:21-44343,1e-7,100,51,Exercise6.client.pppg$o[0].channel,729713.52162016
Hundred_Runs-88-20200611-02:16:09-44326,1e-7,10,88,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-134-20200611-02:16:17-44340,1e-7,100,34,Exercise6.client.pppg$o[0].channel,626427.52000558
Hundred_Runs-177-20200611-02:16:24-44350,1e-7,100,77,Exercise6.client.pppg$o[0].channel,681109.81929796
Hundred_Runs-62-20200611-02:16:07-44321,1e-7,10,62,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-45-20200611-02:16:06-44316,1e-7,10,45,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-194-20200611-02:16:28-44449,1e-7,100,94,Exercise6.client.pppg$o[0].channel,716168.60329383
Hundred_Runs-233-20200611-02:17:30-44560,1e-7,1000,33,Exercise6.client.pppg$o[0].channel,769426.74618083
Hundred_Runs-282-20200611-02:19:08-44952,1e-7,1000,82,Exercise6.client.pppg$o[0].channel,766246.64067287
Hundred_Runs-276-20200611-02:18:28-44950,1e-7,1000,76,Exercise6.client.pppg$o[0].channel,785118.11748867
Hundred_Runs-94-20200611-02:16:09-44329,1e-7,10,94,Exercise6.client.pppg$o[0].channel,176122.50988647
Hundred_Runs-259-20200611-02:18:17-44666,1e-7,1000,59,Exercise6.client.pppg$o[0].channel,780577.38579298
Hundred_Runs-216-20200611-02:16:55-44550,1e-7,1000,16,Exercise6.client.pppg$o[0].channel,777076.41841331
Hundred_Runs-117-20200611-02:16:13-44335,1e-7,100,17,Exercise6.client.pppg$o[0].channel,661639.09852757
