"[VC] End-to-End Delay FinalTask.Professor.app[0] ($time=2000, #0 - Increased_Bandwidth-0-20200831-17:32:00-19116)",
1.118451590821,1.078451590820999945
1.119609190821,1.039609190820999892
1.120766790821,1.000766790820999836
1.121924390821,0.961924390821000003
1.123081990821,0.923081990820999948
1.124239590821,0.884239590820999894
1.125397190821,0.84539719082099984
1.126554790821,0.806554790821000009
1.127712390821,0.767712390820999954
1.128869990821,0.728869990820999898
1.130027590821,0.690027590820999845
1.131185190821,0.651185190821000012
1.132342790821,0.612342790820999956
1.133500390821,0.573500390820999903
1.134657990821,0.534657990820999848
1.135815590821,0.495815590821000016
1.136973190821,0.456973190820999961
1.138130790821,0.418130790821000018
1.139288390821,0.379288390820999963
1.140445990821,0.34044599082100002
1.141603590821,0.301603590820999965
1.142761190821,0.262761190821000022
1.143918790821,0.223918790820999967
1.145076390821,0.185076390820999968
1.146233990821,0.14623399082099997
1.147391590821,0.107391590820999998
1.148549190821,0.068549190820999999
1.182045227271,0.062045227270999994
1.222045227271,0.062045227270999994
1.262045227271,0.062045227270999994
1.302045227271,0.062045227270999994
1.342045227271,0.062045227270999994
1.382045227271,0.062045227270999994
1.422045227271,0.062045227270999994
1.462045227271,0.062045227270999994
1.502045227271,0.062045227270999994
1.542045227271,0.062045227270999994
1.582045227271,0.062045227270999994
1.622045227271,0.062045227270999994
1.662045227271,0.062045227270999994
1.702076581554,0.06207658155399999
1.742045227271,0.062045227270999994
1.782045227271,0.062045227270999994
1.827869872391,0.067869872390999979
1.862045227271,0.062045227270999994
1.902045227271,0.062045227270999994
1.946688199084,0.066688199084000004
2.006920199084,0.086920199084000004
2.022045227271,0.062045227270999994
2.065601312072,0.065601312071999983
2.117394112072,0.077394112072000003
2.174009312072,0.094009312072
2.217362912072,0.097362912071999984
2.269155712072,0.109155712072000004
2.330593312072,0.130593312071999978
2.429404512072,0.149404512072000005
2.546299712072,0.146299712071999987
2.587242112072,0.147242112071999997
2.626978912072,0.146978912071999978
2.689622112072,0.129622112071999972
2.690779712072,0.090779712072000001
2.702045227271,0.062045227270999994
2.742045227271,0.062045227270999994
2.786052115578,0.066052115578000003
2.826994515578,0.066994515577999985
2.862045227271,0.062045227270999994
2.903299329602,0.063299329601999992
2.94470386506,0.064703865060000003
2.982045227271,0.062045227270999994
3.022307417997,0.062307417997
3.062990112072,0.062990112072000003
3.102045227271,0.062045227270999994
3.142344767479,0.062344767479000001
3.182228428566,0.062228428565999999
3.222045227271,0.062045227270999994
3.262045227271,0.062045227270999994
3.302816203746,0.062816203745999998
3.343059016614,0.063059016613999985
3.382045227271,0.062045227270999994
3.423782181554,0.063782181554000005
3.462997646096,0.062997646096000003
3.502045227271,0.062045227270999994
3.542283148566,0.062283148565999993
3.582948748566,0.062948748565999995
3.622045227271,0.062045227270999994
3.662720595578,0.062720595577999998
3.702600595578,0.062600595577999989
3.742045227271,0.062045227270999994
3.782045227271,0.062045227270999994
3.823214028566,0.063214028566000002
3.862045227271,0.062045227270999994
3.902045227271,0.062045227270999994
3.942565875578,0.062565875578000001
3.982045227271,0.062045227270999994
