"packetReceived:vector(packetBytes) Exercise5.server.udp ($timelimit=10, $ber=1e-7, #0 - Time_10s-0-20200606-18:36:55-22019)",
4.363553356748,58
4.366276869012,58
4.37194388861,58
4.378041510339,58
4.383694063152,58
4.385126295867,58
4.395827120763,58
4.404768179644,58
4.409922655144,58
4.482257339672,58
4.488201999839,58
4.498351589423,58
4.501453550656,58
4.523507558694,58
4.524712141372,58
4.528799317914,58
4.543292536609,58
4.546061958862,58
4.549081508897,58
4.563913242977,58
4.569592119908,58
4.570723853232,58
4.598285984007,58
4.617134630149,58
4.626203261222,58
4.631308212849,58
4.63368487156,58
4.645234616896,58
4.668137189095,58
4.669160373891,58
4.678814731888,58
4.681579608729,58
4.72353229493,58
4.72421229493,58
4.7305446294,58
4.736652171149,58
4.770843536176,58
4.790301382015,58
4.796912180023,58
4.802083849294,58
4.802763849294,58
4.806917490177,58
4.812020204155,58
4.817114489257,58
4.821810569578,58
4.822536730159,58
4.847069788574,58
4.860028566739,58
4.863829757052,58
4.869022294301,58
4.872323361242,58
4.873003361242,58
4.877730032684,58
4.88705190009,58
4.898008398792,58
4.929984986366,58
4.941445766717,58
4.942125766717,58
4.969423014817,58
4.976850252314,58
5.025226126805,58
5.025906126805,58
5.040145336482,58
5.044816868747,58
5.048489550422,58
5.049381261245,58
5.050061261245,58
5.052547928164,58
5.059758452208,58
5.079157069804,58
5.079837069804,58
5.094572049356,58
5.117329249187,58
5.119555637707,58
5.125123345821,58
5.129422567848,58
5.134901692225,58
5.161103707994,58
5.165414726266,58
5.170399889585,58
5.181413850368,58
5.225113847882,58
5.233781258589,58
5.240734016399,58
5.243664651377,58
5.246687932757,58
5.248925820478,58
5.252173988524,58
5.271269538709,58
5.27301123092,58
5.281816415303,58
5.282496415303,58
5.290506584124,58
5.291355298234,58
5.328992106169,58
5.362921413315,58
5.379151313486,58
5.387125298244,58
5.392497135615,58
5.395606056246,58
5.396286056246,58
5.396966056246,58
5.398800448803,58
5.418374632725,58
5.422907477433,58
5.427003749034,58
5.441906239901,58
5.490053219898,58
5.512624091314,58
5.52832047486,58
5.530948028959,58
5.533387325658,58
5.547114565716,58
5.550597052058,58
5.552754050471,58
5.567812561902,58
5.573571791631,58
5.579138818272,58
5.579961443927,58
5.581041904596,58
5.596278607399,58
5.59706210541,58
5.602286397843,58
5.610684732857,58
5.614026687007,58
5.615276942495,58
5.624718355016,58
5.629690819714,58
5.640894410542,58
5.647499149485,58
5.648179149485,58
5.65282171737,58
5.665034519139,58
5.677380057837,58
5.683460374095,58
5.706243471523,58
5.710912193298,58
5.720631957229,58
5.721520999478,58
5.722713648178,58
5.72659998384,58
5.731758801065,58
5.744713367704,58
5.751401354546,58
5.753241093982,58
5.753921093982,58
5.758180306122,58
5.760606095711,58
5.773136876651,58
5.774870251863,58
5.787862245187,58
5.800877666272,58
5.808965567535,58
5.81549300374,58
5.816327483916,58
5.819793154007,58
5.820473154007,58
5.822020127129,58
5.833064595179,58
5.839472855894,58
5.862152759802,58
5.867424447699,58
5.87956305333,58
5.901550706227,58
5.922131618004,58
5.933978479511,58
5.934658479511,58
5.936273187502,58
5.943409299035,58
5.947856483585,58
5.950592132207,58
5.953916651423,58
5.95503999823,58
5.988061837755,58
5.990987118484,58
6.011666741636,58
6.025968935119,58
6.028020963302,58
6.036873131749,58
6.040679040742,58
6.056594861873,58
6.061016363592,58
6.099262060156,58
6.112264951576,58
6.119622884846,58
6.134726933033,58
6.146264570667,58
6.160999348434,58
6.182086023253,58
6.20218110942,58
6.20286110942,58
6.208592767038,58
6.210482552205,58
6.217377681424,58
6.244358511854,58
6.249490595666,58
6.271438266154,58
6.275718317659,58
6.278791990387,58
6.299668893018,58
6.313187113879,58
6.317258885684,58
6.33016851274,58
6.3531810464,58
6.360059794115,58
6.361074041949,58
6.374146955799,58
6.378734309212,58
6.423607293324,58
6.427384430379,58
6.435589106058,58
6.442224322907,58
6.443323350659,58
6.460859990832,58
6.463657558856,58
6.478490460839,58
6.481208696029,58
6.481888696029,58
6.494647882901,58
6.501102680611,58
6.50399903759,58
6.505635231725,58
6.507432872607,58
6.508945567057,58
6.51321804322,58
6.525449940626,58
6.563400263963,58
6.576080983202,58
6.581055682976,58
6.597940461256,58
6.601781176973,58
6.603552821082,58
6.615623532691,58
6.619862456094,58
6.630797649865,58
6.650012189225,58
6.656856378641,58
6.666608669065,58
6.673373367864,58
6.677264368448,58
6.710814012242,58
6.723900963839,58
6.727187584416,58
6.740460814141,58
6.775552460232,58
6.782610980183,58
6.798206493,58
6.805861697738,58
6.823513315534,58
6.832455315436,58
6.833135315436,58
6.845424041553,58
6.85436096047,58
6.861140815687,58
6.871066506865,58
6.873472397143,58
6.878834389044,58
6.882732711509,58
6.9016586248,58
6.915009055643,58
6.916266124531,58
6.944139010858,58
6.953005532204,58
6.961992011751,58
6.966552929408,58
6.978889362184,58
6.987424678887,58
6.99476606705,58
6.997568181831,58
7.028289068233,58
7.036050300009,58
7.039440678286,58
7.040120678286,58
7.045073337633,58
7.107347659313,58
7.116230500335,58
7.12296610824,58
7.132655112269,58
7.13525393179,58
7.150317158413,58
7.161426891877,58
7.163476841618,58
7.164854492053,58
7.171230809246,58
7.171986173855,58
7.205488824912,58
7.211471277066,58
7.214406701099,58
7.220388874847,58
7.227850324817,58
7.235524764047,58
7.245378666493,58
7.248948122856,58
7.254571347106,58
7.261356542591,58
7.267806300968,58
7.268491307786,58
7.269171307786,58
7.273967548953,58
7.291324233448,58
7.293563643052,58
7.309228741104,58
7.315794487529,58
7.328000526248,58
7.33956553391,58
7.34024553391,58
7.357531875951,58
7.358211875951,58
7.368589492275,58
7.370238559834,58
7.394326087241,58
7.397587895216,58
7.420213003254,58
7.421366031493,58
7.43563924514,58
7.445840845754,58
7.447983254972,58
7.462877648673,58
7.465669809056,58
7.485411475959,58
7.506934131285,58
7.519002421498,58
7.521900955854,58
7.526273994414,58
7.562399339846,58
7.584029471837,58
7.587855230578,58
7.588535230578,58
7.619161334314,58
7.627200759991,58
7.630297092249,58
7.633388269151,58
7.654330943626,58
7.669627817973,58
7.704419759952,58
7.710814189886,58
7.717450666638,58
7.722959986384,58
7.727665631146,58
7.733488384458,58
7.734168384458,58
7.734848384458,58
7.736734067724,58
7.744776672702,58
7.755820275099,58
7.75699148349,58
7.757769965546,58
7.801906516588,58
7.805128220256,58
7.813879536112,58
7.82578506408,58
7.85704875052,58
7.879470497091,58
7.88276748229,58
7.885469703285,58
7.889469273689,58
7.890182949795,58
7.895164000812,58
7.902026672387,58
7.90310749546,58
7.904926186881,58
7.911985328619,58
7.92435375125,58
7.92503375125,58
7.926338910804,58
7.929468349341,58
7.956387539084,58
7.960193559864,58
7.982029416028,58
7.992080134391,58
8.014926825781,58
8.020478126233,58
8.024860403136,58
8.025540403136,58
8.039560209366,58
8.055589264741,58
8.058423143243,58
8.063339978695,58
8.07293562848,58
8.114196350568,58
8.141090544452,58
8.144152640125,58
8.157508091468,58
8.170247247644,58
8.186205257215,58
8.191705330856,58
8.210635479191,58
8.222906931767,58
8.240454518664,58
8.260618127853,58
8.271847673922,58
8.275081970676,58
8.275761970676,58
8.283302627801,58
8.291916231966,58
8.292596231966,58
8.295698241384,58
8.324203263482,58
8.333457825045,58
8.344042123129,58
8.350220839316,58
8.36710700555,58
8.377526054488,58
8.378206054488,58
8.401073724979,58
8.401753724979,58
8.416888489193,58
8.418749610505,58
8.44158831994,58
8.449974506981,58
8.457199493668,58
8.506353188629,58
8.51114315405,58
8.513947830425,58
8.519863610062,58
8.522140409917,58
8.522820409917,58
8.523629346529,58
8.525127502469,58
8.525807502469,58
8.526487502469,58
8.530449455262,58
8.534856853731,58
8.538115769052,58
8.548509655943,58
8.550149328994,58
8.554271822734,58
8.562694953914,58
8.565490820464,58
8.570013947371,58
8.599664641012,58
8.604700388507,58
8.618551397071,58
8.619817430877,58
8.643757138893,58
8.655590576944,58
8.657162211168,58
8.67135839451,58
8.678290294426,58
8.709311600168,58
8.735965586192,58
8.740414359175,58
8.744198046246,58
8.749819178865,58
8.759975878788,58
8.766949551191,58
8.76890884463,58
8.784686656272,58
8.790499986566,58
8.798459459256,58
8.8010362475,58
8.8017162475,58
8.809567674585,58
8.850307279109,58
8.87792886226,58
8.87860886226,58
8.884801550115,58
8.914139867093,58
8.918704503233,58
8.919384503233,58
8.920064503233,58
8.9508702086,58
8.976260829702,58
8.996443506719,58
9.034063151977,58
9.04993289925,58
9.052710629191,58
9.062416523189,58
9.07288711379,58
9.087547224724,58
9.095515366384,58
9.100560865664,58
9.103758477768,58
9.115815842317,58
9.130081725631,58
9.144987063573,58
9.152586893534,58
9.153266893534,58
9.194335882268,58
9.211678624122,58
9.217209914015,58
9.217889914015,58
9.220776135764,58
9.224415242056,58
9.226187993932,58
9.231303728504,58
9.233805404797,58
9.248423977963,58
9.255326163661,58
9.258491178916,58
9.260677393672,58
9.272823991411,58
9.278268809137,58
9.293464454097,58
9.299836032011,58
9.305176637137,58
9.305856637137,58
9.308939437518,58
9.323034575107,58
9.331652365997,58
9.337985497759,58
9.342626301005,58
9.343876170656,58
9.35618558113,58
9.389570854616,58
9.397517257233,58
9.41924318277,58
9.450678678606,58
9.466638608829,58
9.477425839286,58
9.490403218717,58
9.519233052914,58
9.532840536427,58
9.546958185445,58
9.547638185445,58
9.549578330228,58
9.551440842747,58
9.552120842747,58
9.557390623862,58
9.564370076441,58
9.576343154441,58
9.580572165599,58
9.591574699499,58
9.593415636246,58
9.610089426663,58
9.641806290566,58
9.652085043564,58
9.661695238364,58
9.663392430663,58
9.677877105455,58
9.683502426648,58
9.685749709301,58
9.701563349765,58
9.725884702514,58
9.727441643468,58
9.750332181082,58
9.751641754651,58
9.762839703393,58
9.765941436974,58
9.768947087095,58
9.789582027172,58
9.791001185109,58
9.792545273846,58
9.793225273846,58
9.793905273846,58
9.797318534508,58
9.829978538865,58
9.843862971575,58
9.844542971575,58
9.873396627267,58
9.875038131665,58
9.880293698025,58
9.909374383402,58
9.920075905198,58
9.94399425647,58
9.965602058574,58
9.992210495669,58
9.993622529183,58
9.997775305651,58
