Q1,0.071123577,,,Condition,Group,Color
Q3,0.130871762,,,Y <= 0.15,A,Blue
IQR,0.059748184,,,Y > 0.15,B,Red
Lower Bound,-0.018498699,,,,,
Upper Bound,0.220494038,,,,,
,,,,,,
Time,E2E Delay,OUTLIER?,,Group,A,B
19.62233463,0.06,No,No,A,0.062334627,#N/A
19.66233463,0.06,No,No,A,0.062334627,#N/A
19.70259668,0.06,No,No,A,0.062596682,#N/A
19.74233463,0.06,No,No,A,0.062334627,#N/A
19.78233463,0.06,No,No,A,0.062334627,#N/A
19.82240882,0.06,No,No,A,0.062408822,#N/A
19.86233463,0.06,No,No,A,0.062334627,#N/A
19.90233463,0.06,No,No,A,0.062334627,#N/A
19.94233463,0.06,No,No,A,0.062334627,#N/A
19.98349948,0.06,No,No,A,0.063499476,#N/A
20.02233463,0.06,No,No,A,0.062334627,#N/A
20.06233463,0.06,No,No,A,0.062334627,#N/A
20.10233463,0.06,No,No,A,0.062334627,#N/A
20.14233463,0.06,No,No,A,0.062334627,#N/A
20.18243355,0.06,No,No,A,0.062433555,#N/A
20.22233463,0.06,No,No,A,0.062334627,#N/A
20.26233463,0.06,No,No,A,0.062334627,#N/A
20.30233463,0.06,No,No,A,0.062334627,#N/A
20.34233463,0.06,No,No,A,0.062334627,#N/A
20.38233463,0.06,No,No,A,0.062334627,#N/A
20.42297385,0.06,No,No,A,0.062973848,#N/A
20.46244377,0.06,No,No,A,0.062443769,#N/A
20.50251442,0.06,No,No,A,0.062514424,#N/A
20.54316399,0.06,No,No,A,0.063163991,#N/A
20.58399703,0.06,No,No,A,0.063997028,#N/A
20.62265146,0.06,No,No,A,0.062651458,#N/A
20.66262055,0.06,No,No,A,0.06262055,#N/A
20.70464,0.06,No,No,A,0.064639999,#N/A
20.74304971,0.06,No,No,A,0.063049708,#N/A
20.78365509,0.06,No,No,A,0.063655085,#N/A
20.82353841,0.06,No,No,A,0.063538413,#N/A
20.86298693,0.06,No,No,A,0.06298693,#N/A
20.90390223,0.06,No,No,A,0.063902225,#N/A
20.94260151,0.06,No,No,A,0.062601512,#N/A
20.98303848,0.06,No,No,A,0.063038475,#N/A
21.02233463,0.06,No,No,A,0.062334627,#N/A
21.06257308,0.06,No,No,A,0.062573082,#N/A
21.1036666,0.06,No,No,A,0.063666604,#N/A
21.14233463,0.06,No,No,A,0.062334627,#N/A
21.18243516,0.06,No,No,A,0.062435159,#N/A
21.22233463,0.06,No,No,A,0.062334627,#N/A
21.26233463,0.06,No,No,A,0.062334627,#N/A
21.30233463,0.06,No,No,A,0.062334627,#N/A
21.34251331,0.06,No,No,A,0.06251331,#N/A
21.38233463,0.06,No,No,A,0.062334627,#N/A
21.42275859,0.06,No,No,A,0.06275859,#N/A
21.46233463,0.06,No,No,A,0.062334627,#N/A
21.50233463,0.06,No,No,A,0.062334627,#N/A
21.54317843,0.06,No,No,A,0.063178427,#N/A
21.58233463,0.06,No,No,A,0.062334627,#N/A
21.62233463,0.06,No,No,A,0.062334627,#N/A
21.66234593,0.06,No,No,A,0.062345925,#N/A
21.70481438,0.06,No,No,A,0.064814382,#N/A
21.74233463,0.06,No,No,A,0.062334627,#N/A
21.78233463,0.06,No,No,A,0.062334627,#N/A
21.82814443,0.07,No,No,A,0.068144429,#N/A
21.86233463,0.06,No,No,A,0.062334627,#N/A
21.90233463,0.06,No,No,A,0.062334627,#N/A
21.94562648,0.07,No,No,A,0.065626476,#N/A
21.98233463,0.06,No,No,A,0.062334627,#N/A
22.02233463,0.06,No,No,A,0.062334627,#N/A
22.06233463,0.06,No,No,A,0.062334627,#N/A
22.11271952,0.07,No,No,A,0.072719523,#N/A
22.14233463,0.06,No,No,A,0.062334627,#N/A
22.18233463,0.06,No,No,A,0.062334627,#N/A
22.23327557,0.07,No,No,A,0.07327557,#N/A
22.30253757,0.10,No,No,A,0.10253757,#N/A
22.33713857,0.10,No,No,A,0.09713857,#N/A
22.37023257,0.09,No,No,A,0.09023257,#N/A
22.44401557,0.12,No,No,A,0.12401557,#N/A
22.50724957,0.15,No,No,A,0.14724957,#N/A
22.56897657,0.17,No,No,B,#N/A,0.16897657
22.60508457,0.17,No,No,B,#N/A,0.16508457
22.63667157,0.16,No,No,B,#N/A,0.15667157
22.68182157,0.16,No,No,B,#N/A,0.16182157
22.72094357,0.16,No,No,B,#N/A,0.16094357
22.76006557,0.16,No,No,B,#N/A,0.16006557
22.78863857,0.15,No,No,A,0.14863857,#N/A
22.79008557,0.11,No,No,A,0.11008557,#N/A
22.79153257,0.07,No,No,A,0.07153257,#N/A
22.82728112,0.07,No,No,A,0.067281123,#N/A
22.86594138,0.07,No,No,A,0.065941382,#N/A
22.90645747,0.07,No,No,A,0.066457465,#N/A
22.94233463,0.06,No,No,A,0.062334627,#N/A
22.98959147,0.07,No,No,A,0.069591465,#N/A
23.02784447,0.07,No,No,A,0.067844465,#N/A
23.06233463,0.06,No,No,A,0.062334627,#N/A
23.10570651,0.07,No,No,A,0.065706512,#N/A
23.14919538,0.07,No,No,A,0.069195382,#N/A
23.18813421,0.07,No,No,A,0.06813421,#N/A
23.22300347,0.06,No,No,A,0.063003465,#N/A
23.26338343,0.06,No,No,A,0.063383429,#N/A
23.30936513,0.07,No,No,A,0.069365127,#N/A
23.34351951,0.06,No,No,A,0.063519512,#N/A
23.38370343,0.06,No,No,A,0.063703429,#N/A
23.42485047,0.06,No,No,A,0.064850465,#N/A
23.46233463,0.06,No,No,A,0.062334627,#N/A
23.50598971,0.07,No,No,A,0.065989708,#N/A
23.54245251,0.06,No,No,A,0.062452512,#N/A
23.58482413,0.06,No,No,A,0.064824127,#N/A
23.62355995,0.06,No,No,A,0.063559947,#N/A
23.66384314,0.06,No,No,A,0.063843144,#N/A
23.70475438,0.06,No,No,A,0.064754382,#N/A
23.74373599,0.06,No,No,A,0.063735994,#N/A
23.78468121,0.06,No,No,A,0.064681208,#N/A
23.82447438,0.06,No,No,A,0.064474382,#N/A
23.86348187,0.06,No,No,A,0.063481874,#N/A
23.90454785,0.06,No,No,A,0.064547851,#N/A
23.94342343,0.06,No,No,A,0.063423429,#N/A
23.98330027,0.06,No,No,A,0.063300274,#N/A
24.02285804,0.06,No,No,A,0.062858044,#N/A
24.06451047,0.06,No,No,A,0.064510465,#N/A
24.10233463,0.06,No,No,A,0.062334627,#N/A
24.14308738,0.06,No,No,A,0.063087382,#N/A
24.18489438,0.06,No,No,A,0.064894382,#N/A
24.22233463,0.06,No,No,A,0.062334627,#N/A
24.26372343,0.06,No,No,A,0.063723429,#N/A
24.30366343,0.06,No,No,A,0.063663429,#N/A
24.34233463,0.06,No,No,A,0.062334627,#N/A
24.38247528,0.06,No,No,A,0.062475284,#N/A
24.42233463,0.06,No,No,A,0.062334627,#N/A
24.46268738,0.06,No,No,A,0.062687382,#N/A
24.50233463,0.06,No,No,A,0.062334627,#N/A
24.54233463,0.06,No,No,A,0.062334627,#N/A
24.58334347,0.06,No,No,A,0.063343465,#N/A
24.62233463,0.06,No,No,A,0.062334627,#N/A
24.66505438,0.07,No,No,A,0.065054382,#N/A
24.70385951,0.06,No,No,A,0.063859512,#N/A
24.74301575,0.06,No,No,A,0.063015751,#N/A
24.78394343,0.06,No,No,A,0.063943429,#N/A
24.82425047,0.06,No,No,A,0.064250465,#N/A
24.86343949,0.06,No,No,A,0.063439491,#N/A
24.90440504,0.06,No,No,A,0.064405038,#N/A
24.94338347,0.06,No,No,A,0.063383465,#N/A
24.98233463,0.06,No,No,A,0.062334627,#N/A
25.02233463,0.06,No,No,A,0.062334627,#N/A
25.06233463,0.06,No,No,A,0.062334627,#N/A
25.10244652,0.06,No,No,A,0.062446523,#N/A
25.14233463,0.06,No,No,A,0.062334627,#N/A
25.18500655,0.07,No,No,A,0.065006549,#N/A
25.22244162,0.06,No,No,A,0.062441624,#N/A
25.26233463,0.06,No,No,A,0.062334627,#N/A
25.30233463,0.06,No,No,A,0.062334627,#N/A
25.34244292,0.06,No,No,A,0.062442918,#N/A
25.38233463,0.06,No,No,A,0.062334627,#N/A
25.42233463,0.06,No,No,A,0.062334627,#N/A
25.46254993,0.06,No,No,A,0.062549926,#N/A
25.50390464,0.06,No,No,A,0.063904635,#N/A
25.54233463,0.06,No,No,A,0.062334627,#N/A
25.5833678,0.06,No,No,A,0.063367805,#N/A
25.62312058,0.06,No,No,A,0.063120578,#N/A
25.66238176,0.06,No,No,A,0.062381755,#N/A
25.70233463,0.06,No,No,A,0.062334627,#N/A
25.74330879,0.06,No,No,A,0.063308794,#N/A
25.78290372,0.06,No,No,A,0.062903723,#N/A
25.82461165,0.06,No,No,A,0.06461165,#N/A
25.86243967,0.06,No,No,A,0.062439669,#N/A
25.90233463,0.06,No,No,A,0.062334627,#N/A
25.94405088,0.06,No,No,A,0.064050876,#N/A
25.98233463,0.06,No,No,A,0.062334627,#N/A
26.02233463,0.06,No,No,A,0.062334627,#N/A
26.06366561,0.06,No,No,A,0.063665613,#N/A
26.10233463,0.06,No,No,A,0.062334627,#N/A
26.14233463,0.06,No,No,A,0.062334627,#N/A
26.18333979,0.06,No,No,A,0.063339785,#N/A
26.22233463,0.06,No,No,A,0.062334627,#N/A
26.26233463,0.06,No,No,A,0.062334627,#N/A
26.30242202,0.06,No,No,A,0.062422024,#N/A
26.34233463,0.06,No,No,A,0.062334627,#N/A
26.38233463,0.06,No,No,A,0.062334627,#N/A
26.42233463,0.06,No,No,A,0.062334627,#N/A
26.47190938,0.07,No,No,A,0.071909382,#N/A
26.50233463,0.06,No,No,A,0.062334627,#N/A
26.54233463,0.06,No,No,A,0.062334627,#N/A
26.59257763,0.07,No,No,A,0.072577632,#N/A
26.65430463,0.09,No,No,A,0.094304632,#N/A
26.67232863,0.07,No,No,A,0.072328632,#N/A
26.70897538,0.07,No,No,A,0.068975382,#N/A
26.75864638,0.08,No,No,A,0.078646382,#N/A
26.79626138,0.08,No,No,A,0.076261382,#N/A
26.82308804,0.06,No,No,A,0.06308804,#N/A
26.87192678,0.07,No,No,A,0.07192678,#N/A
26.91104878,0.07,No,No,A,0.07104878,#N/A
26.94233463,0.06,No,No,A,0.062334627,#N/A
26.98338601,0.06,No,No,A,0.063386012,#N/A
27.02290113,0.06,No,No,A,0.06290113,#N/A
27.07659878,0.08,No,No,A,0.076598777,#N/A
27.10364031,0.06,No,No,A,0.06364031,#N/A
27.14323158,0.06,No,No,A,0.063231575,#N/A
27.18403089,0.06,No,No,A,0.064030887,#N/A
27.22650116,0.07,No,No,A,0.066501163,#N/A
27.28822816,0.09,No,No,A,0.088228163,#N/A
27.33940616,0.10,No,No,A,0.099406163,#N/A
27.35140216,0.07,No,No,A,0.071402163,#N/A
27.39353816,0.07,No,No,A,0.073538163,#N/A
27.43266016,0.07,No,No,A,0.072660163,#N/A
27.47027516,0.07,No,No,A,0.070275163,#N/A
27.50939716,0.07,No,No,A,0.069397163,#N/A
27.55153316,0.07,No,No,A,0.071533163,#N/A
27.58914816,0.07,No,No,A,0.069148163,#N/A
27.63128416,0.07,No,No,A,0.071284163,#N/A
27.67191316,0.07,No,No,A,0.071913163,#N/A
27.71103516,0.07,No,No,A,0.071035163,#N/A
27.75317116,0.07,No,No,A,0.073171163,#N/A
27.79380016,0.07,No,No,A,0.073800163,#N/A
27.83442916,0.07,No,No,A,0.074429163,#N/A
27.87355116,0.07,No,No,A,0.073551163,#N/A
27.91568716,0.08,No,No,A,0.075687163,#N/A
27.95782316,0.08,No,No,A,0.077823163,#N/A
27.99393116,0.07,No,No,A,0.073931163,#N/A
28.03757416,0.08,No,No,A,0.077574163,#N/A
28.07820316,0.08,No,No,A,0.078203163,#N/A
28.11732516,0.08,No,No,A,0.077325163,#N/A
28.15795416,0.08,No,No,A,0.077954163,#N/A
28.19556916,0.08,No,No,A,0.075569163,#N/A
28.23770516,0.08,No,No,A,0.077705163,#N/A
28.27833416,0.08,No,No,A,0.078334163,#N/A
28.31745616,0.08,No,No,A,0.077456163,#N/A
28.36712716,0.09,No,No,A,0.087127163,#N/A
28.40022116,0.08,No,No,A,0.080221163,#N/A
28.44085016,0.08,No,No,A,0.080850163,#N/A
28.48147916,0.08,No,No,A,0.081479163,#N/A
28.52060116,0.08,No,No,A,0.080601163,#N/A
28.56424416,0.08,No,No,A,0.084244163,#N/A
28.60638016,0.09,No,No,A,0.086380163,#N/A
28.64550216,0.09,No,No,A,0.085502163,#N/A
28.68161016,0.08,No,No,A,0.081610163,#N/A
28.72977416,0.09,No,No,A,0.089774163,#N/A
28.76286816,0.08,No,No,A,0.082868163,#N/A
28.80349716,0.08,No,No,A,0.083497163,#N/A
28.84412616,0.08,No,No,A,0.084126163,#N/A
28.87420616,0.07,No,No,A,0.074206163,#N/A
28.92237016,0.08,No,No,A,0.082370163,#N/A
28.96450616,0.08,No,No,A,0.084506163,#N/A
28.99609316,0.08,No,No,A,0.076093163,#N/A
29.02417408,0.06,No,No,A,0.064174081,#N/A
29.06994293,0.07,No,No,A,0.069942932,#N/A
29.12714893,0.09,No,No,A,0.087148932,#N/A
29.14969393,0.07,No,No,A,0.069693932,#N/A
29.18238928,0.06,No,No,A,0.062389275,#N/A
29.22336148,0.06,No,No,A,0.063361482,#N/A
29.2697696,0.07,No,No,A,0.069769601,#N/A
29.3073846,0.07,No,No,A,0.067384601,#N/A
29.34308265,0.06,No,No,A,0.063082653,#N/A
29.3831385,0.06,No,No,A,0.063138502,#N/A
29.44387393,0.08,No,No,A,0.083873927,#N/A
29.50861493,0.11,No,No,A,0.108614927,#N/A
29.53869493,0.10,No,No,A,0.098694927,#N/A
29.56576093,0.09,No,No,A,0.085760927,#N/A
29.61091093,0.09,No,No,A,0.090910927,#N/A
29.65304693,0.09,No,No,A,0.093046927,#N/A
29.69367593,0.09,No,No,A,0.093675927,#N/A
29.73279793,0.09,No,No,A,0.092797927,#N/A
29.77041293,0.09,No,No,A,0.090412927,#N/A
29.81405593,0.09,No,No,A,0.094055927,#N/A
29.85468493,0.09,No,No,A,0.094684927,#N/A
29.89531393,0.10,No,No,A,0.095313927,#N/A
29.93443593,0.09,No,No,A,0.094435927,#N/A
29.97355793,0.09,No,No,A,0.093557927,#N/A
30.01569393,0.10,No,No,A,0.095693927,#N/A
30.05330893,0.09,No,No,A,0.093308927,#N/A
30.09544493,0.10,No,No,A,0.095444927,#N/A
30.13607393,0.10,No,No,A,0.096073927,#N/A
30.16464693,0.08,No,No,A,0.084646927,#N/A
30.20527593,0.09,No,No,A,0.085275927,#N/A
30.25494693,0.09,No,No,A,0.094946927,#N/A
30.28804093,0.09,No,No,A,0.088040927,#N/A
30.32565593,0.09,No,No,A,0.085655927,#N/A
30.34970793,0.07,No,No,A,0.069707927,#N/A
30.40691393,0.09,No,No,A,0.086913927,#N/A
30.43096593,0.07,No,No,A,0.070965927,#N/A
30.46271601,0.06,No,No,A,0.062716007,#N/A
30.50273627,0.06,No,No,A,0.062736267,#N/A
30.54738259,0.07,No,No,A,0.067382587,#N/A
30.59581063,0.08,No,No,A,0.075810632,#N/A
30.62322166,0.06,No,No,A,0.063221659,#N/A
30.6626255,0.06,No,No,A,0.062625496,#N/A
30.70263308,0.06,No,No,A,0.062633083,#N/A
30.74233463,0.06,No,No,A,0.062334627,#N/A
30.79163274,0.07,No,No,A,0.071632744,#N/A
30.82601061,0.07,No,No,A,0.066010613,#N/A
30.89225861,0.09,No,No,A,0.092258613,#N/A
30.94042261,0.10,No,No,A,0.100422613,#N/A
30.98105161,0.10,No,No,A,0.101051613,#N/A
31.01866661,0.10,No,No,A,0.098666613,#N/A
31.06080261,0.10,No,No,A,0.100802613,#N/A
31.10143161,0.10,No,No,A,0.101431613,#N/A
31.13753961,0.10,No,No,A,0.097539613,#N/A
31.18268961,0.10,No,No,A,0.102689613,#N/A
31.22030461,0.10,No,No,A,0.100304613,#N/A
31.26244061,0.10,No,No,A,0.102440613,#N/A
31.30457661,0.10,No,No,A,0.104576613,#N/A
31.34369861,0.10,No,No,A,0.103698613,#N/A
31.38734161,0.11,No,No,A,0.107341613,#N/A
31.42646361,0.11,No,No,A,0.106463613,#N/A
31.46558561,0.11,No,No,A,0.105585613,#N/A
31.50621461,0.11,No,No,A,0.106214613,#N/A
31.54684361,0.11,No,No,A,0.106843613,#N/A
31.59048661,0.11,No,No,A,0.110486613,#N/A
31.62659461,0.11,No,No,A,0.106594613,#N/A
31.66420961,0.10,No,No,A,0.104209613,#N/A
31.70634561,0.11,No,No,A,0.106345613,#N/A
31.74848161,0.11,No,No,A,0.108481613,#N/A
31.79061761,0.11,No,No,A,0.110617613,#N/A
31.82823261,0.11,No,No,A,0.108232613,#N/A
31.87036861,0.11,No,No,A,0.110368613,#N/A
31.90798361,0.11,No,No,A,0.107983613,#N/A
31.95162661,0.11,No,No,A,0.111626613,#N/A
31.99376261,0.11,No,No,A,0.113762613,#N/A
32.02836361,0.11,No,No,A,0.108363613,#N/A
32.07200661,0.11,No,No,A,0.112006613,#N/A
32.11263561,0.11,No,No,A,0.112635613,#N/A
32.15175761,0.11,No,No,A,0.111757613,#N/A
32.19087961,0.11,No,No,A,0.110879613,#N/A
32.23452261,0.11,No,No,A,0.114522613,#N/A
32.27364461,0.11,No,No,A,0.113644613,#N/A
32.31276661,0.11,No,No,A,0.112766613,#N/A
32.35339561,0.11,No,No,A,0.113395613,#N/A
32.39251761,0.11,No,No,A,0.112517613,#N/A
32.43465361,0.11,No,No,A,0.114653613,#N/A
32.47076161,0.11,No,No,A,0.110761613,#N/A
32.51289761,0.11,No,No,A,0.112897613,#N/A
32.55654061,0.12,No,No,A,0.116540613,#N/A
32.59566261,0.12,No,No,A,0.115662613,#N/A
32.63629161,0.12,No,No,A,0.116291613,#N/A
32.67541361,0.12,No,No,A,0.115413613,#N/A
32.71604261,0.12,No,No,A,0.116042613,#N/A
32.75516461,0.12,No,No,A,0.115164613,#N/A
32.79428661,0.11,No,No,A,0.114286613,#N/A
32.83491561,0.11,No,No,A,0.114915613,#N/A
32.88006561,0.12,No,No,A,0.120065613,#N/A
32.91918761,0.12,No,No,A,0.119187613,#N/A
32.95981661,0.12,No,No,A,0.119816613,#N/A
32.99291061,0.11,No,No,A,0.112910613,#N/A
33.03956761,0.12,No,No,A,0.119567613,#N/A
33.07868961,0.12,No,No,A,0.118689613,#N/A
33.11630461,0.12,No,No,A,0.116304613,#N/A
33.15844061,0.12,No,No,A,0.118440613,#N/A
33.19605561,0.12,No,No,A,0.116055613,#N/A
33.23668461,0.12,No,No,A,0.116684613,#N/A
33.27882061,0.12,No,No,A,0.118820613,#N/A
33.32095661,0.12,No,No,A,0.120956613,#N/A
33.36007861,0.12,No,No,A,0.120078613,#N/A
33.40070761,0.12,No,No,A,0.120707613,#N/A
33.44133661,0.12,No,No,A,0.121336613,#N/A
33.48347261,0.12,No,No,A,0.123472613,#N/A
33.52410161,0.12,No,No,A,0.124101613,#N/A
33.56322361,0.12,No,No,A,0.123223613,#N/A
33.60234561,0.12,No,No,A,0.122345613,#N/A
33.64598861,0.13,No,No,A,0.125988613,#N/A
33.68661761,0.13,No,No,A,0.126617613,#N/A
33.72423261,0.12,No,No,A,0.124232613,#N/A
33.76486161,0.12,No,No,A,0.124861613,#N/A
33.80549061,0.13,No,No,A,0.125490613,#N/A
33.84461261,0.12,No,No,A,0.124612613,#N/A
33.88524161,0.13,No,No,A,0.125241613,#N/A
33.92737761,0.13,No,No,A,0.127377613,#N/A
33.96800661,0.13,No,No,A,0.128006613,#N/A
34.00863561,0.13,No,No,A,0.128635613,#N/A
34.04926461,0.13,No,No,A,0.129264613,#N/A
34.08838661,0.13,No,No,A,0.128386613,#N/A
34.12600161,0.13,No,No,A,0.126001613,#N/A
34.16813761,0.13,No,No,A,0.128137613,#N/A
34.21178061,0.13,No,No,A,0.131780613,#N/A
34.24788861,0.13,No,No,A,0.127888613,#N/A
34.29153161,0.13,No,No,A,0.131531613,#N/A
34.33065361,0.13,No,No,A,0.130653613,#N/A
34.36676161,0.13,No,No,A,0.126761613,#N/A
34.40889761,0.13,No,No,A,0.128897613,#N/A
34.44952661,0.13,No,No,A,0.129526613,#N/A
34.49166261,0.13,No,No,A,0.131662613,#N/A
34.53078461,0.13,No,No,A,0.130784613,#N/A
34.57744161,0.14,No,No,A,0.137441613,#N/A
34.61204261,0.13,No,No,A,0.132042613,#N/A
34.65417861,0.13,No,No,A,0.134178613,#N/A
34.69179361,0.13,No,No,A,0.131793613,#N/A
34.73392961,0.13,No,No,A,0.133929613,#N/A
34.77455861,0.13,No,No,A,0.134558613,#N/A
34.81669461,0.14,No,No,A,0.136694613,#N/A
34.85280261,0.13,No,No,A,0.132802613,#N/A
34.89343161,0.13,No,No,A,0.133431613,#N/A
34.93104661,0.13,No,No,A,0.131046613,#N/A
34.97167561,0.13,No,No,A,0.131675613,#N/A
35.01381161,0.13,No,No,A,0.133811613,#N/A
35.04991961,0.13,No,No,A,0.129919613,#N/A
35.09356261,0.13,No,No,A,0.133562613,#N/A
35.13720561,0.14,No,No,A,0.137205613,#N/A
35.17783461,0.14,No,No,A,0.137834613,#N/A
35.21243561,0.13,No,No,A,0.132435613,#N/A
35.25306461,0.13,No,No,A,0.133064613,#N/A
35.28615861,0.13,No,No,A,0.126158613,#N/A
35.33130861,0.13,No,No,A,0.131308613,#N/A
35.38097961,0.14,No,No,A,0.140979613,#N/A
35.40653861,0.13,No,No,A,0.126538613,#N/A
35.44566061,0.13,No,No,A,0.125660613,#N/A
35.49683861,0.14,No,No,A,0.136838613,#N/A
35.52691861,0.13,No,No,A,0.126918613,#N/A
35.55549161,0.12,No,No,A,0.115491613,#N/A
35.56899461,0.09,No,No,A,0.088994613,#N/A
35.62770761,0.11,No,No,A,0.107707613,#N/A
35.65628061,0.10,No,No,A,0.096280613,#N/A
35.68485361,0.08,No,No,A,0.084853613,#N/A
35.70589161,0.07,No,No,A,0.065891613,#N/A
35.74375496,0.06,No,No,A,0.063754964,#N/A
35.79627122,0.08,No,No,A,0.076271225,#N/A
35.82635122,0.07,No,No,A,0.066351225,#N/A
35.86795487,0.07,No,No,A,0.06795487,#N/A
35.91310487,0.07,No,No,A,0.07310487,#N/A
35.94469187,0.06,No,No,A,0.06469187,#N/A
36.00012189,0.08,No,No,A,0.080121886,#N/A
36.06184889,0.10,No,No,A,0.101848886,#N/A
36.12508289,0.13,No,No,A,0.125082886,#N/A
36.16721889,0.13,No,No,A,0.127218886,#N/A
36.22291789,0.14,No,No,A,0.142917886,#N/A
36.26053289,0.14,No,No,A,0.140532886,#N/A
36.29664089,0.14,No,No,A,0.136640886,#N/A
36.34329789,0.14,No,No,A,0.143297886,#N/A
36.38392689,0.14,No,No,A,0.143926886,#N/A
36.41852789,0.14,No,No,A,0.138527886,#N/A
36.46518489,0.15,No,No,A,0.145184886,#N/A
36.50129289,0.14,No,No,A,0.141292886,#N/A
36.54041489,0.14,No,No,A,0.140414886,#N/A
36.58556489,0.15,No,No,A,0.145564886,#N/A
36.62770089,0.15,No,No,A,0.147700886,#N/A
36.66380889,0.14,No,No,A,0.143808886,#N/A
36.70443789,0.14,No,No,A,0.144437886,#N/A
36.74506689,0.15,No,No,A,0.145066886,#N/A
36.78268189,0.14,No,No,A,0.142681886,#N/A
36.82783189,0.15,No,No,A,0.147831886,#N/A
36.87448889,0.15,No,No,B,#N/A,0.154488886
36.90607589,0.15,No,No,A,0.146075886,#N/A
36.94519789,0.15,No,No,A,0.145197886,#N/A
36.98582689,0.15,No,No,A,0.145826886,#N/A
37.02946989,0.15,No,No,A,0.149469886,#N/A
37.06557789,0.15,No,No,A,0.145577886,#N/A
37.10771389,0.15,No,No,A,0.147713886,#N/A
37.14683589,0.15,No,No,A,0.146835886,#N/A
37.17691589,0.14,No,No,A,0.136915886,#N/A
37.22658689,0.15,No,No,A,0.146586886,#N/A
37.27022989,0.15,No,No,B,#N/A,0.150229886
37.30030989,0.14,No,No,A,0.140309886,#N/A
37.33792489,0.14,No,No,A,0.137924886,#N/A
37.38759589,0.15,No,No,A,0.147595886,#N/A
37.42068989,0.14,No,No,A,0.140689886,#N/A
37.44474189,0.12,No,No,A,0.124741886,#N/A
37.47180789,0.11,No,No,A,0.111807886,#N/A
37.53353489,0.13,No,No,A,0.133534886,#N/A
37.55909389,0.12,No,No,A,0.119093886,#N/A
37.58013189,0.10,No,No,A,0.100131886,#N/A
37.60569089,0.09,No,No,A,0.085690886,#N/A
37.62233463,0.06,No,No,A,0.062334627,#N/A
37.67954063,0.08,No,No,A,0.079540627,#N/A
37.70509963,0.07,No,No,A,0.065099627,#N/A
37.74328145,0.06,No,No,A,0.06328145,#N/A
37.78670464,0.07,No,No,A,0.066704641,#N/A
37.83238472,0.07,No,No,A,0.072384719,#N/A
37.88356272,0.08,No,No,A,0.083562719,#N/A
37.93926172,0.10,No,No,A,0.099261719,#N/A
38.00852372,0.13,No,No,A,0.128523719,#N/A
38.05970172,0.14,No,No,A,0.139701719,#N/A
38.10033072,0.14,No,No,A,0.140330719,#N/A
38.15150872,0.15,No,No,B,#N/A,0.151508719
38.18912372,0.15,No,No,A,0.149123719,#N/A
38.22372472,0.14,No,No,A,0.143724719,#N/A
38.26284672,0.14,No,No,A,0.142846719,#N/A
38.31251772,0.15,No,No,B,#N/A,0.152517719
38.34862572,0.15,No,No,A,0.148625719,#N/A
38.37569172,0.14,No,No,A,0.135691719,#N/A
38.40275772,0.12,No,No,A,0.122757719,#N/A
38.46297772,0.14,No,No,A,0.142977719,#N/A
38.49456472,0.13,No,No,A,0.134564719,#N/A
38.50656072,0.11,No,No,A,0.106560719,#N/A
38.53513372,0.10,No,No,A,0.095133719,#N/A
38.55617172,0.08,No,No,A,0.076171719,#N/A
38.60885672,0.09,No,No,A,0.088856719,#N/A
38.62838772,0.07,No,No,A,0.068387719,#N/A
38.66750972,0.07,No,No,A,0.067509719,#N/A
38.70968164,0.07,No,No,A,0.06968164,#N/A
38.74580133,0.07,No,No,A,0.065801329,#N/A
38.7965224,0.08,No,No,A,0.076522404,#N/A
38.83655817,0.08,No,No,A,0.076558166,#N/A
38.90732717,0.11,No,No,A,0.107327166,#N/A
38.97206817,0.13,No,No,A,0.132068166,#N/A
39.03078117,0.15,No,No,B,#N/A,0.150781166
39.07743817,0.16,No,No,B,#N/A,0.157438166
39.11957417,0.16,No,No,B,#N/A,0.159574166
39.15718917,0.16,No,No,B,#N/A,0.157189166
39.20083217,0.16,No,No,B,#N/A,0.160832166
39.24146117,0.16,No,No,B,#N/A,0.161461166
39.29414617,0.17,No,No,B,#N/A,0.174146166
39.32271917,0.16,No,No,B,#N/A,0.162719166
39.35882717,0.16,No,No,B,#N/A,0.158827166
39.39794917,0.16,No,No,B,#N/A,0.157949166
39.44159217,0.16,No,No,B,#N/A,0.161592166
39.48071417,0.16,No,No,B,#N/A,0.160714166
39.51983617,0.16,No,No,B,#N/A,0.159836166
39.56046517,0.16,No,No,B,#N/A,0.160465166
39.56794017,0.13,No,No,A,0.127940166,#N/A
39.56938717,0.09,No,No,A,0.089387166,#N/A
39.58463697,0.06,No,No,A,0.064636973,#N/A
39.62647872,0.07,No,No,A,0.066478716,#N/A
39.66677747,0.07,No,No,A,0.066777465,#N/A
39.70439247,0.06,No,No,A,0.064392465,#N/A
39.74609747,0.07,No,No,A,0.066097465,#N/A
39.78842776,0.07,No,No,A,0.068427763,#N/A
39.82998363,0.07,No,No,A,0.069983632,#N/A
39.86759863,0.07,No,No,A,0.067598632,#N/A
39.90521047,0.07,No,No,A,0.065210465,#N/A
39.94903538,0.07,No,No,A,0.069035382,#N/A
39.98891538,0.07,No,No,A,0.068915382,#N/A
40.02954438,0.07,No,No,A,0.069544382,#N/A
40.06661747,0.07,No,No,A,0.066617465,#N/A
40.10917147,0.07,No,No,A,0.069171465,#N/A
