" Exercise2.receive ($N=100, #0 - Exponential-0-20200510-03:37:23-1764)",," Exercise2.receive ($N=1000, #0 - Exponential-1-20200510-01:20:41-11900)",," Exercise2.receive ($N=10000, #0 - Exponential-2-20200510-01:20:41-11900)",
2.387623513697,2.38762351369700009,1.618817479536,1.618817479535999741,1.718075968882,1.718075968881999751
5.083304679149,2.69568116545200008,19.23699206248,17.61817458294400032,2.332079621711,0.614003652829000043
8.851096953291,3.767792274141999782,23.05936777696,3.82237571447999967,2.410884332251,0.078804710539999988
14.429909589515,5.578812636223998895,31.148801290801,8.08943351384099781,10.45543911362,8.044554781368997685
17.199578983927,2.769669394411999425,31.149144453669,0.00034316286799907,12.848712885321,2.39327377170099974
23.05421499158,5.854636007652999265,31.560470195448,0.41132574177899994,21.702746003353,8.854033118031999515
25.415818411526,2.361603419945999417,32.640508439016,1.080038243568000041,23.417246957723,1.714500954370000045
31.052710574134,5.636892162607999505,53.487851301026,20.84734286200999512,25.406550873138,1.989303915414999835
32.705856034145,1.653145460010999816,53.963980092705,0.476128791679000016,27.042635424792,1.636084551653999678
35.636875313325,2.931019279180000032,54.771891965734,0.807911873029000023,28.201990431857,1.159355007064999828
38.751353215317,3.114477901992000127,55.062543583242,0.290651617507999947,29.404922701829,1.202932269971999975
40.206737706482,1.455384491164999788,56.577972615265,1.515429032022999935,29.908143875399,0.503221173569999844
41.933295297131,1.726557590649000045,57.196316517157,0.618343901891999834,30.595057759595,0.686913884195999853
42.992772714544,1.059477417412999941,58.668947990516,1.472631473358999791,34.195624569313,3.6005668097179999
49.663345980653,6.67057326610899889,59.940877426938,1.271929436421999953,37.09262666474,2.897002095427000142
49.838499987932,0.175154007278999989,63.264557464475,3.323680037536999687,37.475958183517,0.383331518777
59.783236827717,9.94473683978499775,64.78091506189,1.51635759741499986,38.544503425732,1.068545242214999908
60.738305250242,0.9550684225249999,73.006003108907,8.22508804701699955,40.536293482325,1.991790056593000003
62.189111565087,1.450806314844999883,75.327882419734,2.32187931082699971,41.467415379188,0.931121896862999948
64.13745060984,1.948339044752999785,80.946353420347,5.61847100061299896,44.472452546341,3.005037167152999607
68.844138962709,4.706688352868999535,82.576371556224,1.630018135877000053,47.384169320765,2.911716774423999775
73.860772563684,5.016633600975000085,83.703829134198,1.127457577973999919,52.499154603128,5.11498528236299952
76.118794903622,2.258022339937999932,87.171468266021,3.46763913182299975,54.758751328658,2.259596725529999788
78.080442605285,1.961647701662999837,89.401937338055,2.230469072033999457,58.20555786387,3.446806535211999632
80.598741163986,2.518298558700999822,90.088110557834,0.686173219779010021,58.639178686226,0.433620822355999967
82.095357191034,1.496616027047999781,91.846120951366,1.758010393531999938,60.709999631302,2.070820945076000001
89.890119448581,7.794762257546999215,98.160212840196,6.314091888829999255,62.872036515256,2.162036883953999391
95.315227241406,5.425107792824999085,98.942660390012,0.78244754981599995,65.523485206526,2.651448691269999702
95.536283307801,0.221056066395009963,99.025969272862,0.083308882850004983,66.135125557409,0.611640350882989955
96.771017296529,1.23473398872799977,101.319344030215,2.293374757352999885,69.95139049979,3.816264942380999327
97.044500374902,0.273483078373000008,104.649584985866,3.330240955650999965,74.567422378083,4.61603187829299875
100.178337899826,3.13383752492400002,112.00848442653,7.358899440663998665,75.464654968222,0.897232590138999914
100.239614665023,0.061276765196993001,113.628757575896,1.620273149366000078,81.236593261733,5.77193829351099905
101.617359076789,1.377744411765999816,115.461827208921,1.833069633025000025,83.606937749943,2.370344488209999757
106.979822067105,5.362462990315998805,117.915849143061,2.454021934140000015,85.651998099855,2.045060349912000135
116.430331853133,9.45050978602800025,119.605884837086,1.690035694025000083,87.221238475537,1.569240375681999915
120.947684629045,4.517352775912000217,120.059703590102,0.453818753016009933,92.844604635696,5.623366160158999685
121.40137719004,0.45369256099499,128.456639423952,8.396935833849997935,93.428945821705,0.584341186008999976
127.522319963866,6.120942773826000015,129.118959074606,0.662319650654009881,93.677934798223,0.248988976517990011
133.644996611601,6.12267664773500006,133.639457321584,4.520498246977998827,104.161072639201,10.48313784097799935
145.180662219027,11.53566560742599731,138.478960395362,4.839503073777999355,106.272157006816,2.111084367614999726
147.105789737061,1.925127518033999946,142.254992028888,3.776031633525999337,107.329430518774,1.057273511957999896
151.921508408246,4.815718671184999505,152.605673290746,10.35068126185799994,107.531976171737,0.202545652962999977
156.763514632924,4.842006224678000215,157.475637368282,4.86996407753600023,108.55045560021,1.018479428472999876
158.620303011804,1.856788378879999695,158.603753235526,1.128115867243999919,110.226946128604,1.676490528393999916
160.825196275373,2.204893263568999718,158.8959329529,0.292179717373979962,110.59749692189,0.370550793285999933
165.374804197344,4.549607921970999032,162.432043460532,3.536110507631999392,110.902037102963,0.304540181072989967
168.782621022475,3.407816825130999465,164.622426575937,2.190383115404999962,111.503715011394,0.601677908430999994
169.160244250789,0.37762322831400996,170.894277344815,6.27185076887800006,111.911723962274,0.408008950879999996
172.98592735746,3.825683106670999737,176.902168776043,6.007891431227999825,113.957098275132,2.045374312857999746
176.050222980508,3.06429562304799939,183.652336383685,6.75016760764200006,116.681659055051,2.724560779918999907
178.667186565634,2.616963585125999345,188.953190039461,5.30085365577599885,119.184168205803,2.502509150752000077
179.131375607134,0.464189041500019936,189.219828625234,0.266638585772989932,119.952764946149,0.768596740345999892
181.443879582536,2.31250397540199958,194.5287078571,5.30887923186599939,120.705215675622,0.752450729472999843
190.127141016497,8.683261433961000325,194.648221494566,0.119513637466009986,121.044539305091,0.339323629468989971
194.391235056778,4.2640940402809999,195.604914140011,0.956692645444999985,125.421020617394,4.376481312302999515
196.604716932046,2.213481875268000097,196.163290006886,0.558375866874999845,126.167582642911,0.746562025517010004
196.940555413944,0.33583848189801002,196.346501861376,0.183211854489999991,128.750917633395,2.583334990483999492
198.547252574628,1.606697160683999918,202.661210815267,6.314708953890999485,130.042464729018,1.291547095622999737
200.472336680721,1.925084106092999726,205.992002908068,3.330792092800999515,130.59359622376,0.551131494741979864
201.394177737179,0.921841056458019943,206.302578964535,0.310576056466999926,132.485733439705,1.892137215945000053
202.01278758327,0.618609846090979906,208.999888208772,2.69730924423700012,133.859822818632,1.374089378926999667
206.477552060525,4.464764477254998782,210.639804285033,1.639916076261000102,134.535797706335,0.675974887702979861
210.483422614397,4.005870553871998732,213.980867168333,3.34106288329999933,136.432933879039,1.897136172703999696
212.310669883946,1.827247269548999845,223.483243935691,9.50237676735799747,139.501278924351,3.06834504531199935
213.042815356156,0.732145472209990041,225.075246873875,1.592002938183999732,142.687537261629,3.186258337277999767
215.563819472993,2.52100411683700009,227.36058694154,2.28534006766499952,144.6670797156,1.979542453970999806
215.99965355487,0.43583408187700001,228.020847475688,0.660260534147989905,149.393490078031,4.7264103624310003
216.056559262473,0.056905707602994001,231.552617248445,3.531769772756999417,151.504517618544,2.111027540512999671
217.231871694503,1.175312432029999682,232.578523697864,1.025906449418999775,154.768084823393,3.26356720484900008
220.1160145117,2.884142817196999592,233.71579212108,1.137268423215999741,156.235730533972,1.467645710578999722
220.602423980038,0.486409468337999915,234.175665734151,0.459873613070979957,159.083952484529,2.848221950556999882
223.443414011563,2.840990031525000057,237.655542339115,3.479876604963999742,163.818314639919,4.73436215539000036
224.197739807787,0.754325796224009966,242.243466815178,4.587924476062999782,177.900973642321,14.08265900240199992
