" Exercise2.receive ($N=100, #0 - Normal-0-20200510-18:56:35-10764)",," Exercise2.receive ($N=1000, #0 - Normal-1-20200510-18:56:35-10764)",," Exercise2.receive ($N=10000, #0 - Normal-2-20200510-18:56:35-10764)",
24.460809566563,0.432169883032999966,24.290753555772,0.56023609852499989,23.866682551252,0.481260341352999996
24.917614630135,0.456805063572000012,24.738611410705,0.447857854933000008,24.440626825155,0.573944273902999844
25.543801375889,0.626186745754000015,25.25572097405,0.51710956334500002,24.989788567362,0.549161742206999867
25.972373478801,0.428572102911999984,25.886339020623,0.63061804657300002,25.528997580034,0.53920901267199994
26.760979224208,0.7886057454069999,26.44466912598,0.558330105357000003,26.071229743526,0.542232163491999983
27.234369866169,0.473390641961,26.920893814847,0.476224688866999977,26.37703185109,0.305802107563999946
27.689119034806,0.454749168636999986,27.320551939754,0.399658124906999921,26.89553622898,0.518504377890000031
28.24840818243,0.559289147623999836,27.790233888866,0.469681949112000005,27.395039177878,0.499502948897999952
28.621715308885,0.373307126454999969,28.191650724785,0.401416835919000012,27.826548316063,0.431509138184999916
29.056083294705,0.434367985820000022,28.745897309911,0.554246585125999889,28.355021211526,0.528472895463000023
29.445430342375,0.389347047669999944,29.236701617799,0.490804307888,29.152596676214,0.797575464687999998
29.891995877367,0.446565534992000021,29.75516148255,0.518459864750999919,29.387084781176,0.234488104962000009
30.361090404691,0.469094527323999919,30.209717196531,0.454555713980999918,29.833815752673,0.446730971496999915
30.839066424552,0.477976019861000021,30.808039692964,0.598322496432999836,30.297218594884,0.463402842210999919
31.279171052109,0.440104627556999969,31.154206939163,0.346167246198999965,30.628250718873,0.331032123988999947
31.788832756296,0.509661704186999961,31.554137881703,0.399930942539999943,31.187260221643,0.559009502769999941
32.351702674242,0.56286991794599994,32.057247781981,0.503109900277999953,31.612818017869,0.425557796225999983
32.801599419333,0.449896745090999969,32.676159538749,0.61891175676800003,32.058950416221,0.446132398352000024
33.486415681753,0.684816262420000041,33.270299709437,0.594140170687999843,32.565983742873,0.507033326651999958
33.954025979987,0.467610298234000019,33.801968370723,0.531668661285999986,33.093864113008,0.527880370134989892
34.36598593519,0.411959955202999992,34.538308166878,0.736339796155,33.524911764409,0.431047651400999985
34.910241494173,0.544255558983000041,35.136962052371,0.598653885492999913,33.917647143261,0.392735378851999936
35.607711514011,0.69747001983799994,35.42781988562,0.29085783324899994,34.506215779977,0.588568636715999901
35.995459381065,0.387747867053999992,35.876313353741,0.448493468120999992,34.922771307361,0.416555527383999922
36.753119803147,0.757660422082000014,36.418978233228,0.542664879486999926,35.353369038813,0.430597731451999975
37.123215863845,0.370096060697999938,36.788572100846,0.369593867617999947,35.775618793478,0.422249754664999919
37.785890704535,0.662674840690000041,37.190798791629,0.402226690782999994,36.444742679981,0.669123886503000028
38.259490070041,0.473599365506000011,37.656164749094,0.465365957464999978,37.108022863237,0.663280183256000019
38.840356846186,0.580866776144999928,38.008738365488,0.352573616393999975,37.594870823542,0.486847960304999992
39.308234613805,0.467877767619000015,38.425338076191,0.416599710702999946,38.084888537073,0.490017713530999986
39.725031338445,0.416796724639999947,38.817339293736,0.392001217544999945,38.626130276013,0.541241738939999937
40.20613058356,0.481099245115000016,39.430176762504,0.612837468768000045,39.074853288166,0.44872301215299992
40.770084835027,0.563954251466999954,39.85412057717,0.42394381466599995,39.670254902867,0.595401614700999946
41.360162916884,0.590078081856999945,40.270353142942,0.41623256577199996,40.155388977974,0.485134075107000015
41.867698927645,0.507536010760999854,40.66903898086,0.398685837917999939,40.508088830241,0.352699852266999956
42.226831688171,0.359132760525989967,41.176732561022,0.507693580161999945,41.018947422776,0.510858592534999987
42.812410653131,0.585578964959999834,41.62751358827,0.450781027247999952,41.619667353358,0.600719930581999902
43.23399682358,0.421586170448999928,42.131240012315,0.503726424044999896,42.167462787214,0.547795433856000044
43.839428892502,0.605432068921999851,42.708909797168,0.57766978485299991,42.588427909386,0.420965122171999992
44.378507763549,0.539078871047000028,43.466975003619,0.758065206450999836,43.002291445608,0.413863536222000004
44.99203765824,0.613529894690999941,43.81940606528,0.35243106166100002,43.355628101125,0.353336655516999996
45.452150800595,0.460113142355000002,44.444117264358,0.624711199077999877,43.819612809054,0.463984707928999926
46.039584896943,0.58743409634800003,44.955477444822,0.511360180464,44.403906851426,0.584294042371999997
46.62092634986,0.58134145291700001,45.680304024341,0.724826579518999865,44.886290108197,0.482383256771000022
47.088917478343,0.46799112848299995,46.113125167379,0.432821143038000009,45.544343686143,0.658053577945999941
47.675139167327,0.586221688983999953,46.735874642876,0.62274947549699999,46.092590060354,0.548246374210999973
48.167499479404,0.492360312076999926,47.161301316709,0.425426673832999922,46.601568446464,0.5089783861099999
48.616549781042,0.449050301637999969,47.667266067931,0.505964751222000017,47.176907759241,0.575339312776999898
48.99090164148,0.374351860437999948,48.196510327145,0.529244259213999867,47.556806480379,0.379898721138009929
49.501168178236,0.510266536755999975,48.655098603132,0.458588275987000024,48.08997106025,0.533164579870999853
49.872691727211,0.371523548974999949,49.156178215738,0.501079612606009969,48.530073889088,0.440102828838000002
50.378568524996,0.505876797785000051,49.735550909003,0.579372693264989855,49.232584551971,0.70251066288300001
,,50.157250638536,0.421699729532999943,49.577971821779,0.34538726980799994
,,50.779429738725,0.62217910018900002,50.024906882728,0.446935060948999927
,,51.226395213418,0.446965474692999961,50.347562312455,0.322655429727000007
,,51.633965973577,0.407570760158999955,50.712465893074,0.364903580618999966
,,52.153991340201,0.520025366624000005,51.352827697649,0.640361804574999913
,,52.517166709663,0.363175369462010009,51.76792007553,0.41509237788099995
,,53.015039600615,0.497872890951999933,52.282981300428,0.51506122489799999
,,53.62811351429,0.613073913674999856,52.861745379021,0.578764078592999939
,,53.982775620662,0.354662106372000017,53.401701651458,0.539956272436999948
,,54.794124165289,0.811348544626999896,53.814865524537,0.41316387307899993
,,55.233535041148,0.439410875858999958,54.376746236267,0.561880711729999979
,,55.731066802756,0.497531761607989951,55.076624848483,0.699878612215999892
,,56.313903957988,0.582837155231999967,55.679929502148,0.603304653664999965
,,56.663277703461,0.349373745472999929,56.288293660225,0.608364158076999836
,,57.167825651713,0.504547948251999886,56.920928600153,0.632634939928000014
,,57.500218362689,0.33239271097598999,57.400775231887,0.479846631733999994
,,58.043317928551,0.54309956586199992,58.011963227075,0.61118799518799993
,,58.759000658614,0.715682730062999981,58.544657514641,0.5326942875659999
,,59.1024268866,0.343426227985999975,58.914384826199,0.369727311557999981
,,59.626596470578,0.52416958397799984,59.36415992618,0.449775099980999956
,,60.11066082518,0.484064354601999922,59.763512337491,0.399352411310999964
,,60.628660409229,0.517999584048999926,60.236909184028,0.47339684653699998
,,61.104741429592,0.476081020362999926,60.806078050239,0.569168866210999932
,,61.664969416334,0.560227986741999914,61.243463445634,0.437385395394999985
,,62.117201088805,0.452231672470999931,61.772480020462,0.529016574828000017
,,62.63143004111,0.514228952304999873,62.291033252471,0.51855323200900005
,,63.255691011037,0.624260969926999863,62.805387992784,0.51435474031299999
,,63.721688078561,0.465997067523999939,63.422953338981,0.617565346196999873
,,64.226977712058,0.505289633496999844,63.960871648622,0.537918309640999845
,,64.794870186705,0.567892474646999986,64.396750777712,0.435879129089999926
,,65.174765821874,0.379895635169009924,64.929371984643,0.532621206930999899
,,65.444821636342,0.270055814467989984,65.447089755552,0.51771777090899995
,,65.858254945754,0.413433309411999959,65.87874081824,0.431651062688000017
,,66.365735771425,0.507480825670999944,66.366502773886,0.487761955645990006
,,66.821336215004,0.455600443578999978,66.97787431564,0.61137154175399999
,,67.306517962769,0.485181747765000002,67.564153397668,0.58627908202799994
,,67.668899494974,0.362381532205010014,68.033415702689,0.469262305020999967
,,68.080089423298,0.411189928324010021,68.716284764364,0.682869061675009932
,,68.582438144876,0.502348721577990041,69.184647883474,0.468363119109989953
,,68.933382406369,0.350944261492999952,69.647613521742,0.462965638267999965
,,69.318598711553,0.385216305183999961,70.223256599049,0.575643077306990044
,,69.783573675504,0.46497496395101001,70.734636996878,0.511380397828999908
,,70.303635226681,0.520061551176989931,71.339145912197,0.604508915318999971
,,70.850590173787,0.546954947106000009,71.826175993215,0.487030081018009928
,,71.37671195167,0.526121777883009842,72.482190710619,0.656014717403989863
,,71.886224149422,0.509512197751989857,72.87819705011,0.396006339491009938
,,72.332967543828,0.446743394406009961,73.337734428439,0.459537378328989996
,,72.986945054485,0.653977510657000046,73.847418393204,0.509683964764999994
,,73.414498974368,0.427553919882999953,74.278174151164,0.430755757959999983
,,73.925397872877,0.510898898508999941,74.933320409345,0.655146258181009908
,,74.414763991167,0.48936611828998999,75.475911483247,0.542591073901999896
,,74.747034987558,0.332270996390999994,75.998790329661,0.52287884641398996
,,75.227049450151,0.480014462592999955,76.426140402275,0.42735007261399993
,,75.78731756671,0.560268116558999994,77.039148933473,0.613008531198010017
,,76.331310238599,0.543992671889000021,77.552994568591,0.513845635117999853
,,76.918321051623,0.587010813023989938,78.084067207742,0.531072639150989898
,,77.479437986374,0.561116934750999882,78.565311446664,0.481244238921999965
,,77.88841849089,0.408980504516009978,79.16487606948,0.599564622815999868
,,78.640294651774,0.751876160883999885,79.523553560972,0.358677491492000009
,,79.129292380279,0.488997728505000005,80.088782838873,0.565229277900999969
,,79.606991740549,0.477699360269989933,80.56270967912,0.473926840246999933
,,80.139997317681,0.533005577131999917,81.169121147207,0.606411468086989865
,,80.778186412257,0.638189094576010027,81.541953317022,0.372832169815
,,81.425240702373,0.647054290115999906,81.9712354207,0.429282103678010005
,,81.92866928951,0.5034285871369899,82.609275455611,0.638040034911000028
,,82.417397190595,0.488727901084999969,82.881479140198,0.272203684586999948
,,82.954322540304,0.536925349709009844,83.310716178084,0.429237037885999981
,,83.49941625104,0.545093710735999879,83.858311973837,0.547595795753009981
,,84.010192082495,0.510775831454989946,84.253511918523,0.395199944685999947
,,84.38556329519,0.375371212694999955,84.7493306492,0.495818730676999994
,,84.799921447512,0.414358152322000015,85.25245737561,0.503126726409989897
,,85.531240409848,0.731318962335999908,85.697906475463,0.445449099853009953
,,86.111267145113,0.580026735265009916,86.195200022691,0.497293547228000008
,,86.513614024317,0.402346879203989925,86.71880027455,0.523600251858989949
,,87.040713049802,0.52709902548499987,87.292624798223,0.573824523673009953
,,87.6838348341,0.64312178429799993,87.94921834473,0.656593546506999856
,,88.039270143419,0.355435309319010015,88.328130669494,0.378912324763999939
,,88.59215750901,0.552887365590990051,89.000997264399,0.67286659490499989
,,89.095468474898,0.503310965888009939,89.569553929975,0.568556665575999928
,,89.617775204135,0.522306729236999831,90.080311140451,0.510757210475999865
,,90.243668484789,0.625893280653999847,90.542086469531,0.461775329079999961
,,90.800381971286,0.556713486497000029,90.991433665547,0.449347196015989933
,,91.387994382875,0.587612411588990021,91.616612393914,0.625178728366999834
,,91.864981402535,0.476987019660000008,92.229105469625,0.612493075710999865
,,92.429125513183,0.56414411064799985,92.826818552054,0.597713082429000005
,,93.041459515993,0.612334002809999941,93.274074366676,0.447255814622009914
,,93.600965320598,0.559505804604999876,93.764955034311,0.490880667634999931
,,93.97434626101,0.373380940412009974,94.108212523536,0.343257489224999988
,,94.539467496632,0.565121235621999892,94.614852818839,0.50664029530300003
,,94.876886963552,0.337419466920000019,95.125419366876,0.510566548036999854
,,95.341607377071,0.46472041351899995,95.395243235043,0.269823868166989998
,,95.836519744139,0.494912367068000011,95.866983457109,0.471740222065999967
,,96.175190875428,0.338671131288999947,96.447456259944,0.58047280283499991
,,96.660954269654,0.48576339422600001,97.027445847914,0.579989587969989892
,,97.271626572337,0.610672302682999877,97.588434652009,0.560988804094999957
,,97.682305366315,0.410678793977990006,98.019737980421,0.431303328411999917
,,98.16728385771,0.484978491395009922,98.368806478808,0.349068498386999935
,,98.65746749272,0.49018363500999995,98.884882892517,0.516076413708999924
,,99.162979311585,0.505511818864999848,99.176874879922,0.291991987404999985
,,99.467771917009,0.304792605423999995,99.774939380283,0.598064500361009885
,,100.186135792902,0.718363875892989997,100.188120469545,0.41318108926199992
,,100.722864925587,0.536729132685009878,100.804000848904,0.615880379358999972
,,101.444946791056,0.72208186546899,101.317300567174,0.513299718270009861
,,102.07312975201,0.628182960954009936,101.808658747841,0.491358180666989994
,,102.545683036751,0.472553284741,102.249598861296,0.440940113454999947
,,103.103189162465,0.557506125713999931,102.624741905908,0.375143044611999985
,,103.737801651968,0.634612489502999863,102.939001530946,0.314259625038009969
,,104.117207999473,0.379406347505000017,103.469636098071,0.530634567124989906
,,104.699032224589,0.58182422511600995,103.874221801817,0.404585703746009993
,,105.047330034952,0.34829781036299001,104.293685687438,0.419463885621000008
,,105.469782680946,0.422452645994000007,104.661348597701,0.367662910262989915
,,106.220704089948,0.750921409001999991,104.997808254299,0.336459656598010024
,,106.682941967714,0.462237877766000002,105.45147186385,0.453663609550999932
,,107.22871582583,0.545773858115989883,106.035295326163,0.583823462312989869
,,107.709890066217,0.481174240387009952,106.591232991027,0.555937664863999978
,,108.328215939294,0.618325873077000041,107.121060191728,0.529827200700989873
,,108.808024869023,0.479808929729000019,107.734956723549,0.613896531821009892
,,109.544021990104,0.735997121080999901,108.217103357632,0.482146634082989964
,,109.949476375402,0.405454385297999928,108.808736360781,0.591633003149000022
,,110.432346244448,0.482869869045999931,109.470259143611,0.661522782829999875
,,110.981448299158,0.54910205470999984,109.883447278012,0.413188134400999994
,,111.391624965742,0.410176666583989988,110.386433987583,0.502986709570999887
,,111.931526508299,0.539901542556999955,110.750108993616,0.363675006032989965
,,112.25365620573,0.322129697430999949,111.257473680841,0.507364687225009933
,,112.735589646181,0.481933440450999948,111.75371913235,0.49624545150900001
,,113.090645872642,0.355056226460999989,112.28547417469,0.531755042339999925
,,113.695660447327,0.60501457468499997,112.89092287255,0.605448697859999992
,,114.206641958619,0.510981511291999976,113.393591564155,0.502668691605010041
,,114.897481435409,0.690839476789989911,114.088621016148,0.695029451992990041
,,115.609629835322,0.712148399913000049,114.653535818588,0.564914802439999916
,,116.0092105427,0.39958070737800999,115.311039651183,0.657503832595
,,116.437699302134,0.428488759433990005,115.976951284019,0.665911632835999964
,,116.779257029074,0.341557726940009963,116.406063254351,0.42911197033199999
,,117.33670491414,0.557447885065999845,116.847389061742,0.441325807391000022
,,117.947122607412,0.610417693272000014,117.429516987001,0.58212792525899992
,,118.394509902553,0.44738729514099995,117.97681170897,0.547294721969009854
,,118.911433193183,0.516923290629999864,118.616515156284,0.639703447313989978
,,119.437904053773,0.52647086058999992,119.259440928219,0.642925771934999887
,,119.938774949275,0.500870895502000033,119.858353206509,0.598912278290000041
,,120.557768272145,0.61899332286999997,120.548344798879,0.689991592370009951
,,121.065812248109,0.508043975963999859,120.960928833111,0.412584034231999961
,,121.649879768543,0.584067520434000007,121.522039692882,0.561110859771009937
,,122.023511120753,0.373631352209999987,122.09364356601,0.571603873127999981
,,122.54651747826,0.523006357506999861,122.590119635806,0.496476069795990013
,,122.897134279078,0.35061680081799995,123.048725347415,0.458605711609009977
,,123.528498333363,0.631364054284999861,123.459322775808,0.410597428392989958
,,124.06162458397,0.533126250607000027,123.781988254622,0.322665478813999982
,,124.660981790572,0.599357206601989875,124.29463555894,0.512647304318009975
,,125.039335427573,0.378353637000999995,124.794916801291,0.500281242350989916
,,125.340996518271,0.301661090697999955,125.132402021302,0.337485220011000007
,,125.842905314762,0.501908796490989848,125.655178716054,0.522776694751999835
,,126.404693755273,0.561788440511009843,126.149159393375,0.493980677321009918
,,126.901821649304,0.497127894030999992,126.632183203234,0.483023809858989959
,,127.63644090476,0.734619255456000038,127.092029974545,0.459846771311009925
,,128.211059902525,0.574618997765000025,127.498216478601,0.406186504055999984
,,128.758366651871,0.547306749346009978,127.990158570654,0.49194209205300998
,,129.144826913615,0.38646026174398995,128.551471236582,0.561312665927989892
,,129.563817341788,0.418990428172999916,129.053426774039,0.501955537457009935
,,130.038418144042,0.474600802253999918,129.571355755984,0.517928981944999919
,,130.495357926827,0.456939782784989921,129.977122081087,0.405766325102999923
,,131.143855827793,0.648497900966019888,130.448446804595,0.471324723507989925
,,131.83638200551,0.692526177716989985,130.973944529153,0.525497724557989928
,,132.377484250954,0.54110224544398999,131.380134409009,0.40618987985601995
,,133.002988335431,0.625504084476999897,131.849873112495,0.469738703485999995
,,133.702834100864,0.699845765433029895,132.31780536909,0.467932256594989935
,,134.19496682617,0.492132725305989946,132.686409850062,0.368604480972009927
,,134.549019891456,0.354053065286,133.37974068918,0.693330839117999972
,,134.979324406886,0.430304515430010024,134.076858162536,0.69711747335596996
,,135.485351852793,0.506027445906990002,134.432366575402,0.355508412866019972
,,136.087123879755,0.601772026961979953,135.017161123648,0.584794548246009956
,,136.487802257468,0.400678377713009956,135.53936642942,0.522205305771989978
,,137.047544664377,0.559742406909010002,136.021785864095,0.482419434674989931
,,137.418341260107,0.370796595729980025,136.534448113279,0.512662249183989836
,,137.97070343899,0.552362178883019969,137.095611519071,0.561163405791999855
,,138.233322956593,0.262619517602989959,137.706128661417,0.610517142345999849
,,138.673279529408,0.439956572815019984,138.080540263415,0.374411601998019925
,,139.163325194014,0.490045664605989969,138.505589573477,0.425049310062009964
,,139.768601453327,0.605276259312999885,138.71074590715,0.205156333672989964
,,140.285863142434,0.51726168910701986,138.994318146214,0.283572239063999974
,,140.961028787442,0.675165645007979926,139.678184079359,0.683865933144999878
,,141.649951407642,0.688922620199999831,140.027433177684,0.34924909832499995
,,142.193294143973,0.54334273633099994,140.394174579832,0.366741402147990002
,,142.546759944815,0.353465800841999964,141.091399966743,0.697225386910989894
,,143.125707746435,0.578947801619990041,141.545440570146,0.454040603403000007
,,143.602687013036,0.476979266601009975,141.947537342418,0.402096772272020007
,,143.912597798489,0.309910785453009983,142.589695070816,0.64215772839799001
,,144.490605857036,0.57800805854699999,143.099877368939,0.510182298122999975
,,145.06198047264,0.571374615603990053,143.73820823081,0.638330861870999963
,,145.674794024918,0.612813552278000048,144.326338352008,0.588130121198019881
,,146.331090483775,0.656296458857009931,144.771702349257,0.445363997248990005
,,146.717564769477,0.386474285702009921,145.222391251104,0.450688901846999943
,,147.38797146542,0.67040669594299995,145.738338253182,0.515947002078009917
,,148.006351893559,0.618380428138979973,146.220746885462,0.482408632279999969
,,148.548725397778,0.542373504218999877,146.752402037009,0.531655151547000047
,,148.988703401119,0.439978003341029986,147.288297950087,0.5358959130779799
,,149.494081680791,0.505378279671989892,147.760075480184,0.471777530096999961
,,149.967299054182,0.473217373391009996,148.260349940246,0.500274460061999935
,,150.470313809349,0.5030147551669899,148.827074476279,0.566724536033009982
,,151.244373869272,0.774060059923019846,149.338895982592,0.51182150631300005
,,151.73203524996,0.487661380688000021,150.037624187912,0.698728205320009895
,,152.352991938633,0.62095668867300002,150.54304314686,0.505418958947979832
,,153.035763497139,0.682771558505979922,151.001592724384,0.458549577524019922
,,153.454204338664,0.41844084152500993,151.457298680889,0.455705956505000006
,,154.003979727081,0.549775388417000019,151.898178295181,0.440879614291989961
,,154.445312623688,0.441332896607009914,152.191516959206,0.29333866402498998
,,155.037632884044,0.592320260355989833,152.756056562114,0.56453960290800986
,,155.446732166527,0.40909928248299998,153.177624000834,0.421567438719989915
,,155.987615689285,0.540883522758009991,153.709604059301,0.531980058467010017
,,156.558544450293,0.570928761007989835,154.249046008039,0.539441948737990005
,,157.114000794779,0.555456344485999894,154.5726886248,0.323642616761020017
,,157.398368139621,0.28436734484199999,155.285068129119,0.712379504318989993
,,157.683773331178,0.285405191556999947,155.833658378492,0.548590249373009928
,,158.19884662135,0.515073290171979889,156.365522760714,0.531864382221979957
,,158.653674891439,0.454828270089019935,156.988843185563,0.623320424848999851
,,159.088696382612,0.435021491172989936,157.443667035064,0.454823849501029939
,,159.529892589651,0.44119620703897999,157.848262710511,0.404595675446979939
,,160.19113919111,0.661246601458999935,158.436093950964,0.587831240452999944
,,160.622850920488,0.431711729378009943,159.102433769822,0.666339818858009855
,,161.087790735489,0.464939815001000009,159.632394437415,0.529960667592999976
,,161.771411952587,0.683621217097989838,160.097749031011,0.465354593595999952
,,162.328297527898,0.556885575311010015,160.569481123976,0.471732092964999958
,,162.718928356015,0.390630828117000004,161.133042693987,0.563561570010989941
,,163.188187028915,0.469258672900000004,161.394295124325,0.26125243033799994
,,163.724018223753,0.535831194838009893,161.835040817318,0.440745692992999925
,,164.254245909641,0.530227685887979968,162.397378343524,0.562337526205989976
,,164.77734006471,0.523094155069000031,162.896992116323,0.499613772798989994
,,165.295055679871,0.517715615160989848,163.346322210765,0.449330094442019987
,,165.736028853703,0.440973173832019947,163.845824132366,0.499501921600999929
,,166.305675938652,0.569647084948999845,164.284698485303,0.438874352937009936
,,166.660264774345,0.354588835692989932,164.71258266182,0.427884176516979961
,,167.21598659504,0.555721820694999865,165.211209817655,0.498627155835009936
,,167.818522767871,0.602536172831009906,165.724642023994,0.513432206338990002
,,168.386149377593,0.567626609721999961,166.230286287817,0.505644263822999871
,,168.983658391041,0.597509013447989898,166.763485446268,0.533199158450999852
,,169.445747702836,0.462089311795010003,167.280461275418,0.516975829149999953
,,169.937883434025,0.492135731188990009,167.594863570025,0.314402294606989983
,,170.368619596046,0.430736162020989963,168.058904195249,0.464040625224020007
,,171.04613402147,0.677514425424019958,168.657152184818,0.598247989568989831
,,171.430620214272,0.384486192801969937,169.100290743207,0.443138558388989965
,,172.054967563973,0.624347349701029894,169.550995980327,0.450705237120019973
,,172.412706559677,0.357738995703979931,170.077067673107,0.526071692779989994
,,172.987900354013,0.575193794335999928,170.631924527276,0.554856854168999989
,,173.355666231442,0.367765877429010011,171.164118240069,0.53219371279299987
,,173.770507592282,0.414841360840000004,171.687764403231,0.523646163161999965
,,174.314106466557,0.543598874275009967,172.099759310388,0.411994907157009925
,,174.789926748394,0.475820281836999978,172.621667147021,0.521907836632979902
,,175.298986385042,0.509059636647980038,173.106486201171,0.484819054150020021
,,175.684820081468,0.385833696425999959,173.734028855657,0.627542654485979898
,,176.134076574072,0.449256492604010014,174.331787936788,0.597759081131020051
,,176.611274574903,0.477198000831009936,174.694454575004,0.362666638215979995
,,177.279654111732,0.668379536828979988,175.143657844139,0.449203269135009961
,,177.725781201078,0.446127089346019964,175.592213983644,0.44855613950499995
,,178.195540021379,0.469758820301000022,176.27871374842,0.686499764775989836
,,178.706899982788,0.511359961408999861,176.972875378009,0.694161629589019831
,,179.140578358526,0.433678375737999942,177.654582704892,0.681707326882989846
,,179.657212433473,0.516634074947009967,178.014707160452,0.360124455559999943
,,179.97930981523,0.322097381756999976,178.5093785716,0.494671411147999949
,,180.39788768688,0.418577871649969955,178.896337995398,0.386959423797999966
,,181.06548546011,0.667597773230000021,179.589010011496,0.692672016097990003
,,181.27774044433,0.212254984220009989,180.077004151391,0.487994139895019938
,,181.860541540835,0.582801096504989898,180.526120050198,0.449115898806979994
,,182.325247128998,0.464705588163009994,180.908531303255,0.382411253056999964
,,182.622321109653,0.297073980655000012,181.339827474925,0.431296171670000004
,,183.016304013224,0.393982903570989971,181.750530348907,0.410702873982019987
