run,time,repetition,Module,packetDropQueueOverflow:sum(packetBytes)
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[11].ppp.queue,517093
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[12].ppp.queue,375365
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[13].ppp.queue,508745
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[14].ppp.queue,386711
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[15].ppp.queue,341969
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[16].ppp.queue,211120
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[17].ppp.queue,467601
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[18].ppp.queue,461048
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[19].ppp.queue,363809
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[20].ppp.queue,244222
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[21].ppp.queue,415891
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[22].ppp.queue,525200
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[23].ppp.queue,320320
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[24].ppp.queue,415226
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[6].ppp[25].ppp.queue,458911
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[1].ppp.queue,403291
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[2].ppp.queue,402695
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[3].ppp.queue,260253
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[4].ppp.queue,500595
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[5].ppp.queue,427275
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[6].ppp.queue,318698
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[7].ppp.queue,466114
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[8].ppp.queue,430849
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[9].ppp.queue,289636
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[10].ppp.queue,430805
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[11].ppp.queue,347550
NO_VOIP_ISDN_rpt03_scenario_01-0-20200702-14:34:26-11980,1000,0,Exercise7.accessRouter[7].ppp[12].ppp.queue,407680
